Labour market region (SA4): ASGS (2011),date,percent total,sa4_code_2011
122 Sydney - Northern Beaches,2005-02-01,23.45,122
123 Sydney - Outer South West,2005-02-01,36.14,123
124 Sydney - Outer West and Blue Mountains,2005-02-01,35.18,124
125 Sydney - Parramatta,2005-02-01,36.21,125
126 Sydney - Ryde,2005-02-01,20.71,126
127 Sydney - South West,2005-02-01,44.80,127
128 Sydney - Sutherland,2005-02-01,27.81,128
101 Capital Region,2005-02-01,38.80,101
103 New South Wales - Central West,2005-02-01,38.43,103
104 Coffs Harbour - Grafton,2005-02-01,33.53,104
105 Far West and Orana,2005-02-01,35.85,105
106 Hunter Valley exc Newcastle,2005-02-01,44.56,106
107 Illawarra,2005-02-01,36.37,107
108 Mid North Coast,2005-02-01,36.50,108
109 Murray,2005-02-01,37.89,109
110 New England and North West,2005-02-01,33.45,110
111 Newcastle and Lake Macquarie,2005-02-01,33.46,111
112 Richmond - Tweed,2005-02-01,33.41,112
113 Riverina,2005-02-01,36.45,113
114 Southern Highlands and Shoalhaven,2005-02-01,38.43,114
206 Melbourne - Inner,2005-02-01,19.72,206
207 Melbourne - Inner East,2005-02-01,18.93,207
208 Melbourne - Inner South,2005-02-01,18.46,208
209 Melbourne - North East,2005-02-01,32.44,209
210 Melbourne - North West,2005-02-01,41.24,210
211 Melbourne - Outer East,2005-02-01,34.89,211
212 Melbourne - South East,2005-02-01,39.43,212
213 Melbourne - West,2005-02-01,39.09,213
214 Mornington Peninsula,2005-02-01,36.65,214
201 Ballarat,2005-02-01,39.79,201
202 Bendigo,2005-02-01,33.88,202
203 Geelong,2005-02-01,39.62,203
204 Hume,2005-02-01,39.54,204
205 Latrobe - Gippsland,2005-02-01,38.20,205
215 Victoria - North West,2005-02-01,35.01,215
216 Shepparton,2005-02-01,36.79,216
217 Warrnambool and South West,2005-02-01,43.11,217
301 Brisbane - East,2005-02-01,37.17,301
302 Brisbane - North,2005-02-01,32.20,302
303 Brisbane - South,2005-02-01,28.93,303
304 Brisbane - West,2005-02-01,17.61,304
305 Brisbane Inner City,2005-02-01,17.38,305
310 Ipswich,2005-02-01,44.45,310
311 Logan - Beaudesert,2005-02-01,44.80,311
313 Moreton Bay - North,2005-02-01,39.13,313
314 Moreton Bay - South,2005-02-01,35.16,314
306 Cairns,2005-02-01,36.50,306
307 Darling Downs - Maranoa,2005-02-01,38.94,307
308 Fitzroy,2005-02-01,41.86,308
309 Gold Coast,2005-02-01,33.60,309
312 Mackay,2005-02-01,40.62,312
315 Queensland - Outback,2005-02-01,39.32,315
316 Sunshine Coast,2005-02-01,39.60,316
317 Toowoomba,2005-02-01,39.87,317
318 Townsville,2005-02-01,40.03,318
319 Wide Bay,2005-02-01,37.65,319
401 Adelaide - Central and Hills,2005-02-01,22.55,401
402 Adelaide - North,2005-02-01,41.75,402
403 Adelaide - South,2005-02-01,31.96,403
404 Adelaide - West,2005-02-01,33.32,404
405 Barossa - Yorke - Mid North,2005-02-01,37.22,405
406 South Australia - Outback,2005-02-01,41.89,406
407 South Australia - South East,2005-02-01,41.13,407
502 Mandurah,2005-02-01,49.09,502
503 Perth - Inner,2005-02-01,15.50,503
504 Perth - North East,2005-02-01,36.77,504
505 Perth - North West,2005-02-01,33.61,505
506 Perth - South East,2005-02-01,36.74,506
507 Perth - South West,2005-02-01,33.67,507
501 Bunbury,2005-02-01,44.97,501
508 Western Australia - Outback,2005-02-01,44.10,508
509 Western Australia - Wheat Belt,2005-02-01,41.04,509
601 Hobart,2005-02-01,29.20,601
602 Launceston and North East,2005-02-01,36.82,602
603 Tasmania - South East,2005-02-01,46.04,603
604 Tasmania - West and North West,2005-02-01,44.10,604
701 Darwin,2005-02-01,34.74,701
702 Northern Territory - Outback,2005-02-01,35.09,702
801 Australian Capital Territory,2005-02-01,19.65,801
102 Central Coast,2006-02-01,33.53,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-02-01,25.03,115
116 Sydney - Blacktown,2006-02-01,40.56,116
117 Sydney - City and Inner South,2006-02-01,20.16,117
118 Sydney - Eastern Suburbs,2006-02-01,16.01,118
119 Sydney - Inner South West,2006-02-01,33.75,119
120 Sydney - Inner West,2006-02-01,22.97,120
121 Sydney - North Sydney and Hornsby,2006-02-01,13.35,121
122 Sydney - Northern Beaches,2006-02-01,22.44,122
123 Sydney - Outer South West,2006-02-01,35.50,123
124 Sydney - Outer West and Blue Mountains,2006-02-01,35.57,124
125 Sydney - Parramatta,2006-02-01,34.80,125
126 Sydney - Ryde,2006-02-01,15.59,126
127 Sydney - South West,2006-02-01,42.06,127
128 Sydney - Sutherland,2006-02-01,28.67,128
101 Capital Region,2006-02-01,32.93,101
103 New South Wales - Central West,2006-02-01,36.29,103
104 Coffs Harbour - Grafton,2006-02-01,35.73,104
105 Far West and Orana,2006-02-01,30.75,105
106 Hunter Valley exc Newcastle,2006-02-01,42.76,106
107 Illawarra,2006-02-01,37.49,107
108 Mid North Coast,2006-02-01,40.34,108
109 Murray,2006-02-01,45.28,109
110 New England and North West,2006-02-01,36.45,110
111 Newcastle and Lake Macquarie,2006-02-01,32.01,111
112 Richmond - Tweed,2006-02-01,33.85,112
113 Riverina,2006-02-01,35.35,113
114 Southern Highlands and Shoalhaven,2006-02-01,32.98,114
206 Melbourne - Inner,2006-02-01,16.64,206
207 Melbourne - Inner East,2006-02-01,17.94,207
208 Melbourne - Inner South,2006-02-01,20.73,208
209 Melbourne - North East,2006-02-01,32.29,209
210 Melbourne - North West,2006-02-01,41.02,210
211 Melbourne - Outer East,2006-02-01,32.97,211
212 Melbourne - South East,2006-02-01,38.42,212
213 Melbourne - West,2006-02-01,37.98,213
214 Mornington Peninsula,2006-02-01,39.30,214
201 Ballarat,2006-02-01,35.33,201
202 Bendigo,2006-02-01,31.77,202
203 Geelong,2006-02-01,36.09,203
204 Hume,2006-02-01,36.77,204
205 Latrobe - Gippsland,2006-02-01,40.01,205
215 Victoria - North West,2006-02-01,32.44,215
216 Shepparton,2006-02-01,42.08,216
217 Warrnambool and South West,2006-02-01,39.65,217
301 Brisbane - East,2006-02-01,33.28,301
302 Brisbane - North,2006-02-01,31.07,302
303 Brisbane - South,2006-02-01,27.61,303
304 Brisbane - West,2006-02-01,17.76,304
305 Brisbane Inner City,2006-02-01,18.30,305
310 Ipswich,2006-02-01,44.32,310
311 Logan - Beaudesert,2006-02-01,46.21,311
313 Moreton Bay - North,2006-02-01,42.82,313
314 Moreton Bay - South,2006-02-01,31.04,314
306 Cairns,2006-02-01,37.50,306
307 Darling Downs - Maranoa,2006-02-01,38.61,307
308 Fitzroy,2006-02-01,41.24,308
309 Gold Coast,2006-02-01,33.88,309
312 Mackay,2006-02-01,45.89,312
315 Queensland - Outback,2006-02-01,44.57,315
316 Sunshine Coast,2006-02-01,35.71,316
317 Toowoomba,2006-02-01,36.75,317
318 Townsville,2006-02-01,36.19,318
319 Wide Bay,2006-02-01,40.25,319
401 Adelaide - Central and Hills,2006-02-01,21.33,401
402 Adelaide - North,2006-02-01,41.59,402
403 Adelaide - South,2006-02-01,33.53,403
404 Adelaide - West,2006-02-01,31.60,404
405 Barossa - Yorke - Mid North,2006-02-01,40.97,405
406 South Australia - Outback,2006-02-01,40.29,406
407 South Australia - South East,2006-02-01,41.97,407
502 Mandurah,2006-02-01,53.17,502
503 Perth - Inner,2006-02-01,13.87,503
504 Perth - North East,2006-02-01,36.59,504
505 Perth - North West,2006-02-01,31.96,505
506 Perth - South East,2006-02-01,36.16,506
507 Perth - South West,2006-02-01,34.45,507
501 Bunbury,2006-02-01,43.23,501
508 Western Australia - Outback,2006-02-01,42.82,508
509 Western Australia - Wheat Belt,2006-02-01,38.03,509
601 Hobart,2006-02-01,28.98,601
602 Launceston and North East,2006-02-01,38.21,602
603 Tasmania - South East,2006-02-01,47.99,603
604 Tasmania - West and North West,2006-02-01,42.57,604
701 Darwin,2006-02-01,32.60,701
702 Northern Territory - Outback,2006-02-01,33.07,702
801 Australian Capital Territory,2006-02-01,19.96,801
102 Central Coast,2007-02-01,36.11,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-02-01,24.74,115
116 Sydney - Blacktown,2007-02-01,38.93,116
117 Sydney - City and Inner South,2007-02-01,19.76,117
118 Sydney - Eastern Suburbs,2007-02-01,15.80,118
119 Sydney - Inner South West,2007-02-01,35.92,119
120 Sydney - Inner West,2007-02-01,18.01,120
121 Sydney - North Sydney and Hornsby,2007-02-01,13.08,121
122 Sydney - Northern Beaches,2007-02-01,22.62,122
123 Sydney - Outer South West,2007-02-01,39.07,123
124 Sydney - Outer West and Blue Mountains,2007-02-01,31.52,124
125 Sydney - Parramatta,2007-02-01,32.71,125
126 Sydney - Ryde,2007-02-01,19.41,126
127 Sydney - South West,2007-02-01,42.98,127
128 Sydney - Sutherland,2007-02-01,26.38,128
101 Capital Region,2007-02-01,38.34,101
103 New South Wales - Central West,2007-02-01,38.29,103
104 Coffs Harbour - Grafton,2007-02-01,39.60,104
105 Far West and Orana,2007-02-01,33.77,105
106 Hunter Valley exc Newcastle,2007-02-01,44.43,106
107 Illawarra,2007-02-01,36.28,107
108 Mid North Coast,2007-02-01,38.69,108
109 Murray,2007-02-01,38.39,109
110 New England and North West,2007-02-01,34.55,110
111 Newcastle and Lake Macquarie,2007-02-01,33.95,111
112 Richmond - Tweed,2007-02-01,33.10,112
113 Riverina,2007-02-01,36.07,113
114 Southern Highlands and Shoalhaven,2007-02-01,35.03,114
206 Melbourne - Inner,2007-02-01,16.10,206
207 Melbourne - Inner East,2007-02-01,18.00,207
208 Melbourne - Inner South,2007-02-01,20.27,208
209 Melbourne - North East,2007-02-01,32.23,209
210 Melbourne - North West,2007-02-01,39.13,210
211 Melbourne - Outer East,2007-02-01,33.68,211
212 Melbourne - South East,2007-02-01,37.22,212
213 Melbourne - West,2007-02-01,39.98,213
214 Mornington Peninsula,2007-02-01,36.63,214
201 Ballarat,2007-02-01,40.21,201
202 Bendigo,2007-02-01,36.57,202
203 Geelong,2007-02-01,35.78,203
204 Hume,2007-02-01,43.64,204
205 Latrobe - Gippsland,2007-02-01,40.71,205
215 Victoria - North West,2007-02-01,33.04,215
216 Shepparton,2007-02-01,36.51,216
217 Warrnambool and South West,2007-02-01,37.20,217
301 Brisbane - East,2007-02-01,35.32,301
302 Brisbane - North,2007-02-01,29.61,302
303 Brisbane - South,2007-02-01,28.29,303
304 Brisbane - West,2007-02-01,20.03,304
305 Brisbane Inner City,2007-02-01,16.97,305
310 Ipswich,2007-02-01,43.95,310
311 Logan - Beaudesert,2007-02-01,47.44,311
313 Moreton Bay - North,2007-02-01,40.10,313
314 Moreton Bay - South,2007-02-01,31.75,314
306 Cairns,2007-02-01,39.64,306
307 Darling Downs - Maranoa,2007-02-01,43.02,307
308 Fitzroy,2007-02-01,45.31,308
309 Gold Coast,2007-02-01,35.15,309
312 Mackay,2007-02-01,45.26,312
315 Queensland - Outback,2007-02-01,46.51,315
316 Sunshine Coast,2007-02-01,36.91,316
317 Toowoomba,2007-02-01,37.17,317
318 Townsville,2007-02-01,39.51,318
319 Wide Bay,2007-02-01,42.26,319
401 Adelaide - Central and Hills,2007-02-01,22.22,401
402 Adelaide - North,2007-02-01,41.54,402
403 Adelaide - South,2007-02-01,31.07,403
404 Adelaide - West,2007-02-01,33.52,404
405 Barossa - Yorke - Mid North,2007-02-01,39.82,405
406 South Australia - Outback,2007-02-01,45.88,406
407 South Australia - South East,2007-02-01,42.62,407
502 Mandurah,2007-02-01,50.71,502
503 Perth - Inner,2007-02-01,18.63,503
504 Perth - North East,2007-02-01,38.04,504
505 Perth - North West,2007-02-01,33.63,505
506 Perth - South East,2007-02-01,34.97,506
507 Perth - South West,2007-02-01,35.01,507
501 Bunbury,2007-02-01,47.67,501
508 Western Australia - Outback,2007-02-01,47.46,508
509 Western Australia - Wheat Belt,2007-02-01,40.22,509
601 Hobart,2007-02-01,28.86,601
602 Launceston and North East,2007-02-01,38.56,602
603 Tasmania - South East,2007-02-01,39.53,603
604 Tasmania - West and North West,2007-02-01,46.21,604
701 Darwin,2007-02-01,32.27,701
702 Northern Territory - Outback,2007-02-01,38.74,702
801 Australian Capital Territory,2007-02-01,19.12,801
102 Central Coast,2008-02-01,38.03,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-02-01,23.66,115
116 Sydney - Blacktown,2008-02-01,40.67,116
117 Sydney - City and Inner South,2008-02-01,18.34,117
118 Sydney - Eastern Suburbs,2008-02-01,17.62,118
119 Sydney - Inner South West,2008-02-01,36.38,119
120 Sydney - Inner West,2008-02-01,21.26,120
121 Sydney - North Sydney and Hornsby,2008-02-01,13.38,121
122 Sydney - Northern Beaches,2008-02-01,23.75,122
123 Sydney - Outer South West,2008-02-01,39.00,123
124 Sydney - Outer West and Blue Mountains,2008-02-01,32.97,124
125 Sydney - Parramatta,2008-02-01,33.18,125
126 Sydney - Ryde,2008-02-01,16.53,126
127 Sydney - South West,2008-02-01,45.70,127
128 Sydney - Sutherland,2008-02-01,29.27,128
101 Capital Region,2008-02-01,36.79,101
103 New South Wales - Central West,2008-02-01,34.83,103
104 Coffs Harbour - Grafton,2008-02-01,35.49,104
105 Far West and Orana,2008-02-01,35.44,105
106 Hunter Valley exc Newcastle,2008-02-01,45.42,106
107 Illawarra,2008-02-01,39.66,107
108 Mid North Coast,2008-02-01,36.49,108
109 Murray,2008-02-01,41.83,109
110 New England and North West,2008-02-01,33.85,110
111 Newcastle and Lake Macquarie,2008-02-01,33.57,111
112 Richmond - Tweed,2008-02-01,36.06,112
113 Riverina,2008-02-01,35.98,113
114 Southern Highlands and Shoalhaven,2008-02-01,34.54,114
206 Melbourne - Inner,2008-02-01,14.87,206
207 Melbourne - Inner East,2008-02-01,17.72,207
208 Melbourne - Inner South,2008-02-01,19.05,208
209 Melbourne - North East,2008-02-01,33.58,209
210 Melbourne - North West,2008-02-01,38.49,210
211 Melbourne - Outer East,2008-02-01,35.59,211
212 Melbourne - South East,2008-02-01,39.38,212
213 Melbourne - West,2008-02-01,38.67,213
214 Mornington Peninsula,2008-02-01,37.05,214
201 Ballarat,2008-02-01,41.42,201
202 Bendigo,2008-02-01,33.43,202
203 Geelong,2008-02-01,36.59,203
204 Hume,2008-02-01,40.98,204
205 Latrobe - Gippsland,2008-02-01,40.01,205
215 Victoria - North West,2008-02-01,34.11,215
216 Shepparton,2008-02-01,40.35,216
217 Warrnambool and South West,2008-02-01,40.61,217
301 Brisbane - East,2008-02-01,39.38,301
302 Brisbane - North,2008-02-01,31.88,302
303 Brisbane - South,2008-02-01,26.21,303
304 Brisbane - West,2008-02-01,19.10,304
305 Brisbane Inner City,2008-02-01,15.73,305
310 Ipswich,2008-02-01,44.55,310
311 Logan - Beaudesert,2008-02-01,42.19,311
313 Moreton Bay - North,2008-02-01,41.04,313
314 Moreton Bay - South,2008-02-01,30.10,314
306 Cairns,2008-02-01,41.29,306
307 Darling Downs - Maranoa,2008-02-01,37.20,307
308 Fitzroy,2008-02-01,45.84,308
309 Gold Coast,2008-02-01,34.55,309
312 Mackay,2008-02-01,43.49,312
315 Queensland - Outback,2008-02-01,48.47,315
316 Sunshine Coast,2008-02-01,33.07,316
317 Toowoomba,2008-02-01,36.52,317
318 Townsville,2008-02-01,42.73,318
319 Wide Bay,2008-02-01,42.61,319
401 Adelaide - Central and Hills,2008-02-01,22.49,401
402 Adelaide - North,2008-02-01,37.67,402
403 Adelaide - South,2008-02-01,32.89,403
404 Adelaide - West,2008-02-01,31.68,404
405 Barossa - Yorke - Mid North,2008-02-01,35.44,405
406 South Australia - Outback,2008-02-01,47.22,406
407 South Australia - South East,2008-02-01,39.93,407
502 Mandurah,2008-02-01,45.97,502
503 Perth - Inner,2008-02-01,14.94,503
504 Perth - North East,2008-02-01,38.58,504
505 Perth - North West,2008-02-01,31.61,505
506 Perth - South East,2008-02-01,35.33,506
507 Perth - South West,2008-02-01,35.73,507
501 Bunbury,2008-02-01,46.09,501
508 Western Australia - Outback,2008-02-01,47.91,508
509 Western Australia - Wheat Belt,2008-02-01,37.20,509
601 Hobart,2008-02-01,28.86,601
602 Launceston and North East,2008-02-01,38.54,602
603 Tasmania - South East,2008-02-01,44.65,603
604 Tasmania - West and North West,2008-02-01,46.58,604
701 Darwin,2008-02-01,30.07,701
702 Northern Territory - Outback,2008-02-01,37.49,702
801 Australian Capital Territory,2008-02-01,18.33,801
102 Central Coast,2009-02-01,36.66,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-02-01,23.89,115
116 Sydney - Blacktown,2009-02-01,43.41,116
117 Sydney - City and Inner South,2009-02-01,18.98,117
118 Sydney - Eastern Suburbs,2009-02-01,15.55,118
119 Sydney - Inner South West,2009-02-01,36.88,119
120 Sydney - Inner West,2009-02-01,19.81,120
121 Sydney - North Sydney and Hornsby,2009-02-01,13.92,121
122 Sydney - Northern Beaches,2009-02-01,22.69,122
123 Sydney - Outer South West,2009-02-01,34.54,123
124 Sydney - Outer West and Blue Mountains,2009-02-01,33.75,124
125 Sydney - Parramatta,2009-02-01,31.01,125
126 Sydney - Ryde,2009-02-01,19.93,126
127 Sydney - South West,2009-02-01,46.08,127
128 Sydney - Sutherland,2009-02-01,25.70,128
101 Capital Region,2009-02-01,29.57,101
103 New South Wales - Central West,2009-02-01,42.01,103
104 Coffs Harbour - Grafton,2009-02-01,37.32,104
105 Far West and Orana,2009-02-01,24.17,105
106 Hunter Valley exc Newcastle,2009-02-01,43.85,106
107 Illawarra,2009-02-01,37.75,107
108 Mid North Coast,2009-02-01,34.09,108
109 Murray,2009-02-01,37.38,109
110 New England and North West,2009-02-01,38.44,110
111 Newcastle and Lake Macquarie,2009-02-01,34.67,111
112 Richmond - Tweed,2009-02-01,40.27,112
113 Riverina,2009-02-01,42.71,113
114 Southern Highlands and Shoalhaven,2009-02-01,32.12,114
206 Melbourne - Inner,2009-02-01,16.90,206
207 Melbourne - Inner East,2009-02-01,17.97,207
208 Melbourne - Inner South,2009-02-01,16.46,208
209 Melbourne - North East,2009-02-01,31.46,209
210 Melbourne - North West,2009-02-01,38.86,210
211 Melbourne - Outer East,2009-02-01,31.69,211
212 Melbourne - South East,2009-02-01,37.46,212
213 Melbourne - West,2009-02-01,37.71,213
214 Mornington Peninsula,2009-02-01,36.14,214
201 Ballarat,2009-02-01,41.00,201
202 Bendigo,2009-02-01,32.27,202
203 Geelong,2009-02-01,34.93,203
204 Hume,2009-02-01,45.25,204
205 Latrobe - Gippsland,2009-02-01,39.79,205
215 Victoria - North West,2009-02-01,42.09,215
216 Shepparton,2009-02-01,40.86,216
217 Warrnambool and South West,2009-02-01,42.44,217
301 Brisbane - East,2009-02-01,32.24,301
302 Brisbane - North,2009-02-01,33.03,302
303 Brisbane - South,2009-02-01,26.03,303
304 Brisbane - West,2009-02-01,11.44,304
305 Brisbane Inner City,2009-02-01,19.16,305
310 Ipswich,2009-02-01,43.34,310
311 Logan - Beaudesert,2009-02-01,41.88,311
313 Moreton Bay - North,2009-02-01,36.01,313
314 Moreton Bay - South,2009-02-01,28.39,314
306 Cairns,2009-02-01,40.06,306
307 Darling Downs - Maranoa,2009-02-01,36.88,307
308 Fitzroy,2009-02-01,49.63,308
309 Gold Coast,2009-02-01,32.99,309
312 Mackay,2009-02-01,43.70,312
315 Queensland - Outback,2009-02-01,46.46,315
316 Sunshine Coast,2009-02-01,34.18,316
317 Toowoomba,2009-02-01,34.58,317
318 Townsville,2009-02-01,40.96,318
319 Wide Bay,2009-02-01,42.62,319
401 Adelaide - Central and Hills,2009-02-01,22.30,401
402 Adelaide - North,2009-02-01,40.55,402
403 Adelaide - South,2009-02-01,31.80,403
404 Adelaide - West,2009-02-01,32.32,404
405 Barossa - Yorke - Mid North,2009-02-01,39.26,405
406 South Australia - Outback,2009-02-01,35.16,406
407 South Australia - South East,2009-02-01,41.14,407
502 Mandurah,2009-02-01,46.59,502
503 Perth - Inner,2009-02-01,16.94,503
504 Perth - North East,2009-02-01,37.39,504
505 Perth - North West,2009-02-01,31.63,505
506 Perth - South East,2009-02-01,40.16,506
507 Perth - South West,2009-02-01,35.75,507
501 Bunbury,2009-02-01,45.22,501
508 Western Australia - Outback,2009-02-01,47.96,508
509 Western Australia - Wheat Belt,2009-02-01,43.47,509
601 Hobart,2009-02-01,28.96,601
602 Launceston and North East,2009-02-01,36.36,602
603 Tasmania - South East,2009-02-01,38.18,603
604 Tasmania - West and North West,2009-02-01,45.90,604
701 Darwin,2009-02-01,29.57,701
702 Northern Territory - Outback,2009-02-01,38.35,702
801 Australian Capital Territory,2009-02-01,18.53,801
102 Central Coast,2010-02-01,32.93,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-02-01,19.61,115
116 Sydney - Blacktown,2010-02-01,38.28,116
117 Sydney - City and Inner South,2010-02-01,16.27,117
118 Sydney - Eastern Suburbs,2010-02-01,14.78,118
119 Sydney - Inner South West,2010-02-01,31.36,119
120 Sydney - Inner West,2010-02-01,19.70,120
121 Sydney - North Sydney and Hornsby,2010-02-01,13.44,121
122 Sydney - Northern Beaches,2010-02-01,22.45,122
