Labour market region (SA4): ASGS (2011),date,percent part-time,sa4_code_2011
306 Cairns,2005-08-01,31.69,306
307 Darling Downs - Maranoa,2005-08-01,38.74,307
308 Fitzroy,2005-08-01,37.82,308
309 Gold Coast,2005-08-01,40.87,309
312 Mackay,2005-08-01,34.66,312
315 Queensland - Outback,2005-08-01,41.94,315
316 Sunshine Coast,2005-08-01,44.59,316
317 Toowoomba,2005-08-01,38.93,317
318 Townsville,2005-08-01,38.34,318
319 Wide Bay,2005-08-01,38.22,319
401 Adelaide - Central and Hills,2005-08-01,39.06,401
402 Adelaide - North,2005-08-01,22.15,402
403 Adelaide - South,2005-08-01,39.90,403
404 Adelaide - West,2005-08-01,32.94,404
405 Barossa - Yorke - Mid North,2005-08-01,32.64,405
406 South Australia - Outback,2005-08-01,37.49,406
407 South Australia - South East,2005-08-01,40.09,407
502 Mandurah,2005-08-01,40.80,502
503 Perth - Inner,2005-08-01,48.64,503
504 Perth - North East,2005-08-01,14.41,504
505 Perth - North West,2005-08-01,37.69,505
506 Perth - South East,2005-08-01,33.13,506
507 Perth - South West,2005-08-01,35.59,507
501 Bunbury,2005-08-01,33.26,501
508 Western Australia - Outback,2005-08-01,43.77,508
509 Western Australia - Wheat Belt,2005-08-01,45.48,509
601 Hobart,2005-08-01,37.48,601
602 Launceston and North East,2005-08-01,29.09,602
603 Tasmania - South East,2005-08-01,38.19,603
604 Tasmania - West and North West,2005-08-01,48.75,604
701 Darwin,2005-08-01,42.83,701
702 Northern Territory - Outback,2005-08-01,33.92,702
801 Australian Capital Territory,2005-08-01,33.27,801
102 Central Coast,2006-08-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-08-01,33.54,115
116 Sydney - Blacktown,2006-08-01,25.54,116
117 Sydney - City and Inner South,2006-08-01,40.59,117
118 Sydney - Eastern Suburbs,2006-08-01,19.99,118
119 Sydney - Inner South West,2006-08-01,14.84,119
120 Sydney - Inner West,2006-08-01,35.26,120
121 Sydney - North Sydney and Hornsby,2006-08-01,19.91,121
122 Sydney - Northern Beaches,2006-08-01,12.81,122
123 Sydney - Outer South West,2006-08-01,22.29,123
124 Sydney - Outer West and Blue Mountains,2006-08-01,35.79,124
125 Sydney - Parramatta,2006-08-01,34.54,125
126 Sydney - Ryde,2006-08-01,32.94,126
127 Sydney - South West,2006-08-01,18.88,127
128 Sydney - Sutherland,2006-08-01,40.26,128
101 Capital Region,2006-08-01,27.29,101
103 New South Wales - Central West,2006-08-01,34.35,103
104 Coffs Harbour - Grafton,2006-08-01,38.01,104
105 Far West and Orana,2006-08-01,36.15,105
106 Hunter Valley exc Newcastle,2006-08-01,31.71,106
107 Illawarra,2006-08-01,42.61,107
108 Mid North Coast,2006-08-01,36.09,108
109 Murray,2006-08-01,38.94,109
110 New England and North West,2006-08-01,41.35,110
111 Newcastle and Lake Macquarie,2006-08-01,35.21,111
112 Richmond - Tweed,2006-08-01,33.64,112
113 Riverina,2006-08-01,32.66,113
114 Southern Highlands and Shoalhaven,2006-08-01,36.71,114
206 Melbourne - Inner,2006-08-01,31.57,206
207 Melbourne - Inner East,2006-08-01,15.97,207
208 Melbourne - Inner South,2006-08-01,17.75,208
209 Melbourne - North East,2006-08-01,20.41,209
210 Melbourne - North West,2006-08-01,32.14,210
211 Melbourne - Outer East,2006-08-01,39.70,211
212 Melbourne - South East,2006-08-01,33.36,212
213 Melbourne - West,2006-08-01,36.69,213
214 Mornington Peninsula,2006-08-01,37.89,214
201 Ballarat,2006-08-01,38.55,201
202 Bendigo,2006-08-01,36.75,202
203 Geelong,2006-08-01,33.69,203
204 Hume,2006-08-01,35.60,204
205 Latrobe - Gippsland,2006-08-01,41.84,205
215 Victoria - North West,2006-08-01,41.49,215
216 Shepparton,2006-08-01,31.44,216
217 Warrnambool and South West,2006-08-01,42.19,217
301 Brisbane - East,2006-08-01,40.13,301
302 Brisbane - North,2006-08-01,34.39,302
303 Brisbane - South,2006-08-01,30.82,303
304 Brisbane - West,2006-08-01,27.69,304
305 Brisbane Inner City,2006-08-01,18.98,305
310 Ipswich,2006-08-01,17.26,310
311 Logan - Beaudesert,2006-08-01,45.62,311
313 Moreton Bay - North,2006-08-01,47.80,313
314 Moreton Bay - South,2006-08-01,40.35,314
306 Cairns,2006-08-01,31.20,306
307 Darling Downs - Maranoa,2006-08-01,38.21,307
308 Fitzroy,2006-08-01,42.68,308
309 Gold Coast,2006-08-01,44.64,309
312 Mackay,2006-08-01,33.72,312
315 Queensland - Outback,2006-08-01,47.04,315
316 Sunshine Coast,2006-08-01,43.34,316
317 Toowoomba,2006-08-01,35.49,317
318 Townsville,2006-08-01,38.05,318
319 Wide Bay,2006-08-01,37.10,319
401 Adelaide - Central and Hills,2006-08-01,40.28,401
402 Adelaide - North,2006-08-01,21.76,402
403 Adelaide - South,2006-08-01,43.02,403
404 Adelaide - West,2006-08-01,32.23,404
405 Barossa - Yorke - Mid North,2006-08-01,32.20,405
406 South Australia - Outback,2006-08-01,42.05,406
407 South Australia - South East,2006-08-01,42.43,407
502 Mandurah,2006-08-01,43.03,502
503 Perth - Inner,2006-08-01,53.91,503
504 Perth - North East,2006-08-01,16.90,504
505 Perth - North West,2006-08-01,36.83,505
506 Perth - South East,2006-08-01,32.88,506
507 Perth - South West,2006-08-01,35.74,507
501 Bunbury,2006-08-01,35.36,501
508 Western Australia - Outback,2006-08-01,45.57,508
509 Western Australia - Wheat Belt,2006-08-01,42.90,509
601 Hobart,2006-08-01,40.11,601
602 Launceston and North East,2006-08-01,28.19,602
603 Tasmania - South East,2006-08-01,38.23,603
604 Tasmania - West and North West,2006-08-01,41.32,604
701 Darwin,2006-08-01,44.80,701
702 Northern Territory - Outback,2006-08-01,33.33,702
801 Australian Capital Territory,2006-08-01,34.78,801
102 Central Coast,2007-08-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-08-01,38.26,115
116 Sydney - Blacktown,2007-08-01,22.83,116
117 Sydney - City and Inner South,2007-08-01,38.54,117
118 Sydney - Eastern Suburbs,2007-08-01,18.05,118
119 Sydney - Inner South West,2007-08-01,16.93,119
120 Sydney - Inner West,2007-08-01,36.77,120
121 Sydney - North Sydney and Hornsby,2007-08-01,19.99,121
122 Sydney - Northern Beaches,2007-08-01,12.49,122
123 Sydney - Outer South West,2007-08-01,23.87,123
124 Sydney - Outer West and Blue Mountains,2007-08-01,40.56,124
125 Sydney - Parramatta,2007-08-01,30.96,125
126 Sydney - Ryde,2007-08-01,33.47,126
127 Sydney - South West,2007-08-01,18.15,127
128 Sydney - Sutherland,2007-08-01,45.17,128
101 Capital Region,2007-08-01,26.98,101
103 New South Wales - Central West,2007-08-01,39.12,103
104 Coffs Harbour - Grafton,2007-08-01,36.19,104
105 Far West and Orana,2007-08-01,36.87,105
106 Hunter Valley exc Newcastle,2007-08-01,34.57,106
107 Illawarra,2007-08-01,45.84,107
108 Mid North Coast,2007-08-01,38.49,108
109 Murray,2007-08-01,39.49,109
110 New England and North West,2007-08-01,38.35,110
111 Newcastle and Lake Macquarie,2007-08-01,32.88,111
112 Richmond - Tweed,2007-08-01,33.40,112
113 Riverina,2007-08-01,34.85,113
114 Southern Highlands and Shoalhaven,2007-08-01,36.25,114
206 Melbourne - Inner,2007-08-01,35.17,206
207 Melbourne - Inner East,2007-08-01,16.12,207
208 Melbourne - Inner South,2007-08-01,17.62,208
209 Melbourne - North East,2007-08-01,20.49,209
210 Melbourne - North West,2007-08-01,33.80,210
211 Melbourne - Outer East,2007-08-01,40.07,211
212 Melbourne - South East,2007-08-01,35.14,212
213 Melbourne - West,2007-08-01,39.53,213
214 Mornington Peninsula,2007-08-01,39.51,214
201 Ballarat,2007-08-01,37.63,201
202 Bendigo,2007-08-01,40.13,202
203 Geelong,2007-08-01,35.48,203
204 Hume,2007-08-01,36.64,204
205 Latrobe - Gippsland,2007-08-01,41.87,205
215 Victoria - North West,2007-08-01,40.23,215
216 Shepparton,2007-08-01,32.43,216
217 Warrnambool and South West,2007-08-01,35.20,217
301 Brisbane - East,2007-08-01,39.03,301
302 Brisbane - North,2007-08-01,35.90,302
303 Brisbane - South,2007-08-01,29.46,303
304 Brisbane - West,2007-08-01,27.41,304
305 Brisbane Inner City,2007-08-01,19.19,305
310 Ipswich,2007-08-01,16.34,310
311 Logan - Beaudesert,2007-08-01,43.61,311
313 Moreton Bay - North,2007-08-01,44.46,313
314 Moreton Bay - South,2007-08-01,42.83,314
306 Cairns,2007-08-01,31.63,306
307 Darling Downs - Maranoa,2007-08-01,40.03,307
308 Fitzroy,2007-08-01,40.03,308
309 Gold Coast,2007-08-01,44.39,309
312 Mackay,2007-08-01,36.18,312
315 Queensland - Outback,2007-08-01,43.76,315
316 Sunshine Coast,2007-08-01,47.31,316
317 Toowoomba,2007-08-01,35.60,317
318 Townsville,2007-08-01,35.13,318
319 Wide Bay,2007-08-01,42.15,319
401 Adelaide - Central and Hills,2007-08-01,43.03,401
402 Adelaide - North,2007-08-01,22.86,402
403 Adelaide - South,2007-08-01,39.46,403
404 Adelaide - West,2007-08-01,31.93,404
405 Barossa - Yorke - Mid North,2007-08-01,31.67,405
406 South Australia - Outback,2007-08-01,36.39,406
407 South Australia - South East,2007-08-01,48.12,407
502 Mandurah,2007-08-01,40.76,502
503 Perth - Inner,2007-08-01,47.21,503
504 Perth - North East,2007-08-01,16.52,504
505 Perth - North West,2007-08-01,37.56,505
506 Perth - South East,2007-08-01,32.17,506
507 Perth - South West,2007-08-01,34.64,507
501 Bunbury,2007-08-01,34.57,501
508 Western Australia - Outback,2007-08-01,47.01,508
509 Western Australia - Wheat Belt,2007-08-01,48.99,509
601 Hobart,2007-08-01,39.37,601
602 Launceston and North East,2007-08-01,30.12,602
603 Tasmania - South East,2007-08-01,38.04,603
604 Tasmania - West and North West,2007-08-01,42.67,604
701 Darwin,2007-08-01,45.90,701
702 Northern Territory - Outback,2007-08-01,30.00,702
801 Australian Capital Territory,2007-08-01,39.12,801
102 Central Coast,2008-08-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-08-01,37.33,115
116 Sydney - Blacktown,2008-08-01,24.54,116
117 Sydney - City and Inner South,2008-08-01,41.82,117
118 Sydney - Eastern Suburbs,2008-08-01,19.84,118
119 Sydney - Inner South West,2008-08-01,16.31,119
120 Sydney - Inner West,2008-08-01,36.38,120
121 Sydney - North Sydney and Hornsby,2008-08-01,19.72,121
122 Sydney - Northern Beaches,2008-08-01,13.64,122
123 Sydney - Outer South West,2008-08-01,20.98,123
124 Sydney - Outer West and Blue Mountains,2008-08-01,37.73,124
125 Sydney - Parramatta,2008-08-01,34.05,125
126 Sydney - Ryde,2008-08-01,31.26,126
127 Sydney - South West,2008-08-01,17.10,127
128 Sydney - Sutherland,2008-08-01,44.55,128
101 Capital Region,2008-08-01,27.41,101
103 New South Wales - Central West,2008-08-01,32.94,103
104 Coffs Harbour - Grafton,2008-08-01,38.72,104
105 Far West and Orana,2008-08-01,37.73,105
106 Hunter Valley exc Newcastle,2008-08-01,29.21,106
107 Illawarra,2008-08-01,44.25,107
108 Mid North Coast,2008-08-01,38.04,108
109 Murray,2008-08-01,35.08,109
110 New England and North West,2008-08-01,42.38,110
111 Newcastle and Lake Macquarie,2008-08-01,38.25,111
112 Richmond - Tweed,2008-08-01,34.56,112
113 Riverina,2008-08-01,39.29,113
114 Southern Highlands and Shoalhaven,2008-08-01,37.68,114
206 Melbourne - Inner,2008-08-01,32.78,206
207 Melbourne - Inner East,2008-08-01,15.65,207
208 Melbourne - Inner South,2008-08-01,18.55,208
209 Melbourne - North East,2008-08-01,17.30,209
210 Melbourne - North West,2008-08-01,32.23,210
211 Melbourne - Outer East,2008-08-01,37.21,211
212 Melbourne - South East,2008-08-01,33.05,212
213 Melbourne - West,2008-08-01,38.42,213
214 Mornington Peninsula,2008-08-01,39.22,214
201 Ballarat,2008-08-01,37.17,201
202 Bendigo,2008-08-01,43.31,202
203 Geelong,2008-08-01,32.00,203
204 Hume,2008-08-01,35.47,204
205 Latrobe - Gippsland,2008-08-01,41.72,205
215 Victoria - North West,2008-08-01,39.50,215
216 Shepparton,2008-08-01,39.76,216
217 Warrnambool and South West,2008-08-01,41.73,217
301 Brisbane - East,2008-08-01,41.33,301
302 Brisbane - North,2008-08-01,37.30,302
303 Brisbane - South,2008-08-01,32.53,303
304 Brisbane - West,2008-08-01,26.20,304
305 Brisbane Inner City,2008-08-01,15.35,305
310 Ipswich,2008-08-01,18.01,310
311 Logan - Beaudesert,2008-08-01,43.56,311
313 Moreton Bay - North,2008-08-01,40.47,313
314 Moreton Bay - South,2008-08-01,38.21,314
306 Cairns,2008-08-01,29.06,306
307 Darling Downs - Maranoa,2008-08-01,42.39,307
308 Fitzroy,2008-08-01,36.28,308
309 Gold Coast,2008-08-01,47.07,309
312 Mackay,2008-08-01,32.35,312
315 Queensland - Outback,2008-08-01,43.54,315
316 Sunshine Coast,2008-08-01,48.77,316
317 Toowoomba,2008-08-01,33.99,317
318 Townsville,2008-08-01,35.54,318
319 Wide Bay,2008-08-01,41.79,319
401 Adelaide - Central and Hills,2008-08-01,41.82,401
402 Adelaide - North,2008-08-01,21.50,402
403 Adelaide - South,2008-08-01,37.53,403
404 Adelaide - West,2008-08-01,31.55,404
405 Barossa - Yorke - Mid North,2008-08-01,32.77,405
406 South Australia - Outback,2008-08-01,36.92,406
407 South Australia - South East,2008-08-01,41.57,407
502 Mandurah,2008-08-01,42.49,502
503 Perth - Inner,2008-08-01,49.10,503
504 Perth - North East,2008-08-01,15.68,504
505 Perth - North West,2008-08-01,39.34,505
506 Perth - South East,2008-08-01,31.68,506
507 Perth - South West,2008-08-01,38.95,507
501 Bunbury,2008-08-01,36.41,501
508 Western Australia - Outback,2008-08-01,47.21,508
509 Western Australia - Wheat Belt,2008-08-01,47.73,509
601 Hobart,2008-08-01,37.62,601
602 Launceston and North East,2008-08-01,27.58,602
603 Tasmania - South East,2008-08-01,37.65,603
604 Tasmania - West and North West,2008-08-01,41.28,604
701 Darwin,2008-08-01,47.72,701
702 Northern Territory - Outback,2008-08-01,31.12,702
801 Australian Capital Territory,2008-08-01,38.18,801
102 Central Coast,2009-08-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-08-01,34.47,115
116 Sydney - Blacktown,2009-08-01,21.22,116
117 Sydney - City and Inner South,2009-08-01,41.52,117
118 Sydney - Eastern Suburbs,2009-08-01,16.99,118
119 Sydney - Inner South West,2009-08-01,16.23,119
120 Sydney - Inner West,2009-08-01,34.95,120
121 Sydney - North Sydney and Hornsby,2009-08-01,20.20,121
122 Sydney - Northern Beaches,2009-08-01,14.04,122
123 Sydney - Outer South West,2009-08-01,25.10,123
124 Sydney - Outer West and Blue Mountains,2009-08-01,32.31,124
125 Sydney - Parramatta,2009-08-01,35.59,125
126 Sydney - Ryde,2009-08-01,33.04,126
127 Sydney - South West,2009-08-01,18.36,127
128 Sydney - Sutherland,2009-08-01,46.56,128
101 Capital Region,2009-08-01,25.30,101
103 New South Wales - Central West,2009-08-01,28.97,103
104 Coffs Harbour - Grafton,2009-08-01,43.45,104
105 Far West and Orana,2009-08-01,38.32,105
106 Hunter Valley exc Newcastle,2009-08-01,28.55,106
107 Illawarra,2009-08-01,42.04,107
108 Mid North Coast,2009-08-01,36.03,108
109 Murray,2009-08-01,33.20,109
110 New England and North West,2009-08-01,34.57,110
111 Newcastle and Lake Macquarie,2009-08-01,37.94,111
112 Richmond - Tweed,2009-08-01,32.73,112
113 Riverina,2009-08-01,36.65,113
114 Southern Highlands and Shoalhaven,2009-08-01,43.98,114
206 Melbourne - Inner,2009-08-01,33.86,206
207 Melbourne - Inner East,2009-08-01,16.03,207
208 Melbourne - Inner South,2009-08-01,17.34,208
209 Melbourne - North East,2009-08-01,16.85,209
210 Melbourne - North West,2009-08-01,31.36,210
211 Melbourne - Outer East,2009-08-01,39.13,211
212 Melbourne - South East,2009-08-01,31.11,212
213 Melbourne - West,2009-08-01,35.25,213
214 Mornington Peninsula,2009-08-01,36.79,214
201 Ballarat,2009-08-01,34.59,201
202 Bendigo,2009-08-01,39.22,202
203 Geelong,2009-08-01,34.57,203
204 Hume,2009-08-01,34.88,204
205 Latrobe - Gippsland,2009-08-01,49.92,205
215 Victoria - North West,2009-08-01,39.93,215
216 Shepparton,2009-08-01,34.32,216
217 Warrnambool and South West,2009-08-01,41.68,217
301 Brisbane - East,2009-08-01,42.75,301
302 Brisbane - North,2009-08-01,31.82,302
303 Brisbane - South,2009-08-01,33.60,303
304 Brisbane - West,2009-08-01,23.70,304
305 Brisbane Inner City,2009-08-01,14.66,305
310 Ipswich,2009-08-01,17.47,310
311 Logan - Beaudesert,2009-08-01,45.59,311
313 Moreton Bay - North,2009-08-01,43.96,313
314 Moreton Bay - South,2009-08-01,36.96,314
306 Cairns,2009-08-01,29.72,306
307 Darling Downs - Maranoa,2009-08-01,37.29,307
308 Fitzroy,2009-08-01,35.29,308
309 Gold Coast,2009-08-01,52.33,309
312 Mackay,2009-08-01,34.43,312
315 Queensland - Outback,2009-08-01,44.49,315
316 Sunshine Coast,2009-08-01,44.90,316
317 Toowoomba,2009-08-01,33.66,317
318 Townsville,2009-08-01,37.01,318
319 Wide Bay,2009-08-01,38.98,319
401 Adelaide - Central and Hills,2009-08-01,43.81,401
402 Adelaide - North,2009-08-01,21.45,402
403 Adelaide - South,2009-08-01,41.57,403
404 Adelaide - West,2009-08-01,31.50,404
405 Barossa - Yorke - Mid North,2009-08-01,31.85,405
406 South Australia - Outback,2009-08-01,39.28,406
407 South Australia - South East,2009-08-01,38.65,407
502 Mandurah,2009-08-01,35.59,502
503 Perth - Inner,2009-08-01,43.86,503
504 Perth - North East,2009-08-01,17.49,504
505 Perth - North West,2009-08-01,34.91,505
506 Perth - South East,2009-08-01,33.26,506
507 Perth - South West,2009-08-01,37.77,507
501 Bunbury,2009-08-01,35.62,501
508 Western Australia - Outback,2009-08-01,40.56,508
509 Western Australia - Wheat Belt,2009-08-01,47.34,509
601 Hobart,2009-08-01,40.95,601
602 Launceston and North East,2009-08-01,28.83,602
603 Tasmania - South East,2009-08-01,35.36,603
604 Tasmania - West and North West,2009-08-01,37.73,604
701 Darwin,2009-08-01,43.64,701
702 Northern Territory - Outback,2009-08-01,30.23,702
801 Australian Capital Territory,2009-08-01,38.72,801
102 Central Coast,2010-08-01,100.00,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-08-01,31.17,115
116 Sydney - Blacktown,2010-08-01,21.69,116
117 Sydney - City and Inner South,2010-08-01,36.04,117
118 Sydney - Eastern Suburbs,2010-08-01,17.39,118
119 Sydney - Inner South West,2010-08-01,13.52,119
120 Sydney - Inner West,2010-08-01,30.79,120
121 Sydney - North Sydney and Hornsby,2010-08-01,17.82,121
122 Sydney - Northern Beaches,2010-08-01,12.48,122
123 Sydney - Outer South West,2010-08-01,20.18,123
124 Sydney - Outer West and Blue Mountains,2010-08-01,36.83,124
125 Sydney - Parramatta,2010-08-01,38.57,125
126 Sydney - Ryde,2010-08-01,32.32,126
127 Sydney - South West,2010-08-01,21.28,127
128 Sydney - Sutherland,2010-08-01,43.55,128
101 Capital Region,2010-08-01,25.61,101
103 New South Wales - Central West,2010-08-01,24.81,103
104 Coffs Harbour - Grafton,2010-08-01,35.43,104
105 Far West and Orana,2010-08-01,35.19,105
106 Hunter Valley exc Newcastle,2010-08-01,36.47,106
107 Illawarra,2010-08-01,46.65,107
108 Mid North Coast,2010-08-01,31.87,108
109 Murray,2010-08-01,35.75,109
110 New England and North West,2010-08-01,35.88,110
111 Newcastle and Lake Macquarie,2010-08-01,40.87,111
112 Richmond - Tweed,2010-08-01,32.23,112
113 Riverina,2010-08-01,34.65,113
114 Southern Highlands and Shoalhaven,2010-08-01,46.02,114
206 Melbourne - Inner,2010-08-01,34.90,206
207 Melbourne - Inner East,2010-08-01,15.34,207
208 Melbourne - Inner South,2010-08-01,17.63,208
209 Melbourne - North East,2010-08-01,17.69,209
210 Melbourne - North West,2010-08-01,28.39,210
211 Melbourne - Outer East,2010-08-01,37.12,211
212 Melbourne - South East,2010-08-01,30.31,212
213 Melbourne - West,2010-08-01,36.68,213
214 Mornington Peninsula,2010-08-01,36.75,214
201 Ballarat,2010-08-01,35.40,201
202 Bendigo,2010-08-01,35.97,202
203 Geelong,2010-08-01,30.32,203
204 Hume,2010-08-01,34.64,204
205 Latrobe - Gippsland,2010-08-01,36.84,205
215 Victoria - North West,2010-08-01,40.75,215
216 Shepparton,2010-08-01,34.88,216
217 Warrnambool and South West,2010-08-01,41.62,217
301 Brisbane - East,2010-08-01,40.80,301
302 Brisbane - North,2010-08-01,32.18,302
303 Brisbane - South,2010-08-01,28.55,303
304 Brisbane - West,2010-08-01,26.61,304
305 Brisbane Inner City,2010-08-01,17.94,305
310 Ipswich,2010-08-01,17.29,310
