Labour market region (SA4): ASGS (2011),date,percent total workers,sa4_code_2011
312 Mackay,2008-11-01,0.2347,312
315 Queensland - Outback,2008-11-01,0.1091,315
316 Sunshine Coast,2008-11-01,0.2856,316
317 Toowoomba,2008-11-01,0.3038,317
318 Townsville,2008-11-01,0.2602,318
319 Wide Bay,2008-11-01,0.2313,319
401 Adelaide - Central and Hills,2008-11-01,0.2477,401
402 Adelaide - North,2008-11-01,0.2647,402
403 Adelaide - South,2008-11-01,0.2487,403
404 Adelaide - West,2008-11-01,0.2848,404
405 Barossa - Yorke - Mid North,2008-11-01,0.1986,405
406 South Australia - Outback,2008-11-01,0.1842,406
407 South Australia - South East,2008-11-01,0.191,407
502 Mandurah,2008-11-01,0.2027,502
503 Perth - Inner,2008-11-01,0.2187,503
504 Perth - North East,2008-11-01,0.2327,504
505 Perth - North West,2008-11-01,0.2654,505
506 Perth - South East,2008-11-01,0.2403,506
507 Perth - South West,2008-11-01,0.2337,507
501 Bunbury,2008-11-01,0.2275,501
508 Western Australia - Outback,2008-11-01,0.1592,508
509 Western Australia - Wheat Belt,2008-11-01,0.1813,509
601 Hobart,2008-11-01,0.2601,601
602 Launceston and North East,2008-11-01,0.2248,602
603 Tasmania - South East,2008-11-01,0.1692,603
604 Tasmania - West and North West,2008-11-01,0.2055,604
701 Darwin,2008-11-01,0.2558,701
702 Northern Territory - Outback,2008-11-01,0.1807,702
801 Australian Capital Territory,2008-11-01,0.2789,801
102 Central Coast,2009-11-01,0.27,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-11-01,0.2806,115
116 Sydney - Blacktown,2009-11-01,0.2561,116
117 Sydney - City and Inner South,2009-11-01,0.212,117
118 Sydney - Eastern Suburbs,2009-11-01,0.2188,118
119 Sydney - Inner South West,2009-11-01,0.2924,119
120 Sydney - Inner West,2009-11-01,0.2366,120
121 Sydney - North Sydney and Hornsby,2009-11-01,0.2214,121
122 Sydney - Northern Beaches,2009-11-01,0.2228,122
123 Sydney - Outer South West,2009-11-01,0.3228,123
124 Sydney - Outer West and Blue Mountains,2009-11-01,0.2437,124
125 Sydney - Parramatta,2009-11-01,0.2701,125
126 Sydney - Ryde,2009-11-01,0.2502,126
127 Sydney - South West,2009-11-01,0.2796,127
128 Sydney - Sutherland,2009-11-01,0.2985,128
101 Capital Region,2009-11-01,0.2338,101
103 New South Wales - Central West,2009-11-01,0.2118,103
104 Coffs Harbour - Grafton,2009-11-01,0.28,104
105 Far West and Orana,2009-11-01,0.2045,105
106 Hunter Valley exc Newcastle,2009-11-01,0.2086,106
107 Illawarra,2009-11-01,0.2285,107
108 Mid North Coast,2009-11-01,0.2365,108
109 Murray,2009-11-01,0.2602,109
110 New England and North West,2009-11-01,0.1795,110
111 Newcastle and Lake Macquarie,2009-11-01,0.2776,111
112 Richmond - Tweed,2009-11-01,0.2224,112
113 Riverina,2009-11-01,0.2144,113
114 Southern Highlands and Shoalhaven,2009-11-01,0.2785,114
206 Melbourne - Inner,2009-11-01,0.2381,206
207 Melbourne - Inner East,2009-11-01,0.2629,207
208 Melbourne - Inner South,2009-11-01,0.2704,208
209 Melbourne - North East,2009-11-01,0.2697,209
210 Melbourne - North West,2009-11-01,0.2802,210
211 Melbourne - Outer East,2009-11-01,0.2736,211
212 Melbourne - South East,2009-11-01,0.2664,212
213 Melbourne - West,2009-11-01,0.2701,213
214 Mornington Peninsula,2009-11-01,0.2718,214
201 Ballarat,2009-11-01,0.1886,201
202 Bendigo,2009-11-01,0.2285,202
203 Geelong,2009-11-01,0.2506,203
204 Hume,2009-11-01,0.1866,204
205 Latrobe - Gippsland,2009-11-01,0.1735,205
215 Victoria - North West,2009-11-01,0.2175,215
216 Shepparton,2009-11-01,0.1876,216
217 Warrnambool and South West,2009-11-01,0.1841,217
301 Brisbane - East,2009-11-01,0.2852,301
302 Brisbane - North,2009-11-01,0.2636,302
303 Brisbane - South,2009-11-01,0.2873,303
304 Brisbane - West,2009-11-01,0.2064,304
305 Brisbane Inner City,2009-11-01,0.2279,305
310 Ipswich,2009-11-01,0.2383,310
311 Logan - Beaudesert,2009-11-01,0.2786,311
313 Moreton Bay - North,2009-11-01,0.2595,313
314 Moreton Bay - South,2009-11-01,0.281,314
306 Cairns,2009-11-01,0.2397,306
307 Darling Downs - Maranoa,2009-11-01,0.1762,307
308 Fitzroy,2009-11-01,0.2197,308
309 Gold Coast,2009-11-01,0.2879,309
312 Mackay,2009-11-01,0.2227,312
315 Queensland - Outback,2009-11-01,0.1473,315
316 Sunshine Coast,2009-11-01,0.2222,316
317 Toowoomba,2009-11-01,0.2477,317
318 Townsville,2009-11-01,0.2488,318
319 Wide Bay,2009-11-01,0.2194,319
401 Adelaide - Central and Hills,2009-11-01,0.2425,401
402 Adelaide - North,2009-11-01,0.2523,402
403 Adelaide - South,2009-11-01,0.2615,403
404 Adelaide - West,2009-11-01,0.2761,404
405 Barossa - Yorke - Mid North,2009-11-01,0.1722,405
406 South Australia - Outback,2009-11-01,0.1948,406
407 South Australia - South East,2009-11-01,0.1836,407
502 Mandurah,2009-11-01,0.2413,502
503 Perth - Inner,2009-11-01,0.2179,503
504 Perth - North East,2009-11-01,0.2559,504
505 Perth - North West,2009-11-01,0.2687,505
506 Perth - South East,2009-11-01,0.2291,506
507 Perth - South West,2009-11-01,0.2274,507
501 Bunbury,2009-11-01,0.245,501
508 Western Australia - Outback,2009-11-01,0.1682,508
509 Western Australia - Wheat Belt,2009-11-01,0.212,509
601 Hobart,2009-11-01,0.2522,601
602 Launceston and North East,2009-11-01,0.258,602
603 Tasmania - South East,2009-11-01,0.2375,603
604 Tasmania - West and North West,2009-11-01,0.1942,604
701 Darwin,2009-11-01,0.2561,701
702 Northern Territory - Outback,2009-11-01,0.1913,702
801 Australian Capital Territory,2009-11-01,0.2651,801
102 Central Coast,2010-11-01,0.2886,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-11-01,0.2559,115
116 Sydney - Blacktown,2010-11-01,0.2759,116
117 Sydney - City and Inner South,2010-11-01,0.2173,117
118 Sydney - Eastern Suburbs,2010-11-01,0.2147,118
119 Sydney - Inner South West,2010-11-01,0.2914,119
120 Sydney - Inner West,2010-11-01,0.2494,120
121 Sydney - North Sydney and Hornsby,2010-11-01,0.2141,121
122 Sydney - Northern Beaches,2010-11-01,0.2235,122
123 Sydney - Outer South West,2010-11-01,0.2563,123
124 Sydney - Outer West and Blue Mountains,2010-11-01,0.2441,124
125 Sydney - Parramatta,2010-11-01,0.2639,125
126 Sydney - Ryde,2010-11-01,0.2563,126
127 Sydney - South West,2010-11-01,0.2603,127
128 Sydney - Sutherland,2010-11-01,0.2693,128
101 Capital Region,2010-11-01,0.2344,101
103 New South Wales - Central West,2010-11-01,0.1999,103
104 Coffs Harbour - Grafton,2010-11-01,0.247,104
105 Far West and Orana,2010-11-01,0.1751,105
106 Hunter Valley exc Newcastle,2010-11-01,0.2178,106
107 Illawarra,2010-11-01,0.2426,107
108 Mid North Coast,2010-11-01,0.2534,108
109 Murray,2010-11-01,0.2057,109
110 New England and North West,2010-11-01,0.2159,110
111 Newcastle and Lake Macquarie,2010-11-01,0.2492,111
112 Richmond - Tweed,2010-11-01,0.218,112
113 Riverina,2010-11-01,0.1883,113
114 Southern Highlands and Shoalhaven,2010-11-01,0.1756,114
206 Melbourne - Inner,2010-11-01,0.1997,206
207 Melbourne - Inner East,2010-11-01,0.2564,207
208 Melbourne - Inner South,2010-11-01,0.2797,208
209 Melbourne - North East,2010-11-01,0.2563,209
210 Melbourne - North West,2010-11-01,0.286,210
211 Melbourne - Outer East,2010-11-01,0.2669,211
212 Melbourne - South East,2010-11-01,0.2515,212
213 Melbourne - West,2010-11-01,0.2764,213
214 Mornington Peninsula,2010-11-01,0.2528,214
201 Ballarat,2010-11-01,0.2085,201
202 Bendigo,2010-11-01,0.273,202
203 Geelong,2010-11-01,0.2257,203
204 Hume,2010-11-01,0.21,204
205 Latrobe - Gippsland,2010-11-01,0.1867,205
215 Victoria - North West,2010-11-01,0.221,215
216 Shepparton,2010-11-01,0.1994,216
217 Warrnambool and South West,2010-11-01,0.1798,217
301 Brisbane - East,2010-11-01,0.2669,301
302 Brisbane - North,2010-11-01,0.2918,302
303 Brisbane - South,2010-11-01,0.2598,303
304 Brisbane - West,2010-11-01,0.2496,304
305 Brisbane Inner City,2010-11-01,0.238,305
310 Ipswich,2010-11-01,0.2626,310
311 Logan - Beaudesert,2010-11-01,0.2785,311
313 Moreton Bay - North,2010-11-01,0.2611,313
314 Moreton Bay - South,2010-11-01,0.2928,314
306 Cairns,2010-11-01,0.2657,306
307 Darling Downs - Maranoa,2010-11-01,0.2105,307
308 Fitzroy,2010-11-01,0.2058,308
309 Gold Coast,2010-11-01,0.244,309
312 Mackay,2010-11-01,0.2058,312
315 Queensland - Outback,2010-11-01,0.1702,315
316 Sunshine Coast,2010-11-01,0.2509,316
317 Toowoomba,2010-11-01,0.2548,317
318 Townsville,2010-11-01,0.2462,318
319 Wide Bay,2010-11-01,0.2169,319
401 Adelaide - Central and Hills,2010-11-01,0.2451,401
402 Adelaide - North,2010-11-01,0.2653,402
403 Adelaide - South,2010-11-01,0.2669,403
404 Adelaide - West,2010-11-01,0.2913,404
405 Barossa - Yorke - Mid North,2010-11-01,0.1722,405
406 South Australia - Outback,2010-11-01,0.1818,406
407 South Australia - South East,2010-11-01,0.1782,407
502 Mandurah,2010-11-01,0.2568,502
503 Perth - Inner,2010-11-01,0.197,503
504 Perth - North East,2010-11-01,0.2317,504
505 Perth - North West,2010-11-01,0.2622,505
506 Perth - South East,2010-11-01,0.2504,506
507 Perth - South West,2010-11-01,0.2374,507
501 Bunbury,2010-11-01,0.2091,501
508 Western Australia - Outback,2010-11-01,0.1782,508
509 Western Australia - Wheat Belt,2010-11-01,0.1748,509
601 Hobart,2010-11-01,0.2641,601
602 Launceston and North East,2010-11-01,0.2498,602
603 Tasmania - South East,2010-11-01,0.1665,603
604 Tasmania - West and North West,2010-11-01,0.226,604
701 Darwin,2010-11-01,0.2719,701
702 Northern Territory - Outback,2010-11-01,0.187,702
801 Australian Capital Territory,2010-11-01,0.2723,801
102 Central Coast,2011-11-01,0.2617,102
115 Sydney - Baulkham Hills and Hawkesbury,2011-11-01,0.2476,115
116 Sydney - Blacktown,2011-11-01,0.3034,116
117 Sydney - City and Inner South,2011-11-01,0.2191,117
118 Sydney - Eastern Suburbs,2011-11-01,0.2273,118
119 Sydney - Inner South West,2011-11-01,0.2774,119
120 Sydney - Inner West,2011-11-01,0.2494,120
121 Sydney - North Sydney and Hornsby,2011-11-01,0.2229,121
122 Sydney - Northern Beaches,2011-11-01,0.2308,122
123 Sydney - Outer South West,2011-11-01,0.2704,123
124 Sydney - Outer West and Blue Mountains,2011-11-01,0.2653,124
125 Sydney - Parramatta,2011-11-01,0.278,125
126 Sydney - Ryde,2011-11-01,0.2919,126
127 Sydney - South West,2011-11-01,0.276,127
128 Sydney - Sutherland,2011-11-01,0.2945,128
101 Capital Region,2011-11-01,0.2177,101
103 New South Wales - Central West,2011-11-01,0.2046,103
104 Coffs Harbour - Grafton,2011-11-01,0.2462,104
105 Far West and Orana,2011-11-01,0.1774,105
106 Hunter Valley exc Newcastle,2011-11-01,0.2353,106
107 Illawarra,2011-11-01,0.2427,107
108 Mid North Coast,2011-11-01,0.2383,108
109 Murray,2011-11-01,0.1832,109
110 New England and North West,2011-11-01,0.2476,110
111 Newcastle and Lake Macquarie,2011-11-01,0.2376,111
112 Richmond - Tweed,2011-11-01,0.2027,112
113 Riverina,2011-11-01,0.2044,113
114 Southern Highlands and Shoalhaven,2011-11-01,0.236,114
206 Melbourne - Inner,2011-11-01,0.214,206
207 Melbourne - Inner East,2011-11-01,0.2213,207
208 Melbourne - Inner South,2011-11-01,0.2424,208
209 Melbourne - North East,2011-11-01,0.2654,209
210 Melbourne - North West,2011-11-01,0.2721,210
211 Melbourne - Outer East,2011-11-01,0.2715,211
212 Melbourne - South East,2011-11-01,0.2642,212
213 Melbourne - West,2011-11-01,0.2665,213
214 Mornington Peninsula,2011-11-01,0.2729,214
201 Ballarat,2011-11-01,0.2243,201
202 Bendigo,2011-11-01,0.2116,202
203 Geelong,2011-11-01,0.2505,203
204 Hume,2011-11-01,0.181,204
205 Latrobe - Gippsland,2011-11-01,0.2136,205
215 Victoria - North West,2011-11-01,0.1875,215
216 Shepparton,2011-11-01,0.1964,216
217 Warrnambool and South West,2011-11-01,0.2141,217
301 Brisbane - East,2011-11-01,0.2841,301
302 Brisbane - North,2011-11-01,0.284,302
303 Brisbane - South,2011-11-01,0.2686,303
304 Brisbane - West,2011-11-01,0.2149,304
305 Brisbane Inner City,2011-11-01,0.212,305
310 Ipswich,2011-11-01,0.2336,310
311 Logan - Beaudesert,2011-11-01,0.2605,311
313 Moreton Bay - North,2011-11-01,0.2738,313
314 Moreton Bay - South,2011-11-01,0.2832,314
306 Cairns,2011-11-01,0.2439,306
307 Darling Downs - Maranoa,2011-11-01,0.2328,307
308 Fitzroy,2011-11-01,0.229,308
309 Gold Coast,2011-11-01,0.2548,309
312 Mackay,2011-11-01,0.1982,312
315 Queensland - Outback,2011-11-01,0.168,315
316 Sunshine Coast,2011-11-01,0.2452,316
317 Toowoomba,2011-11-01,0.2206,317
318 Townsville,2011-11-01,0.2598,318
319 Wide Bay,2011-11-01,0.233,319
401 Adelaide - Central and Hills,2011-11-01,0.245,401
402 Adelaide - North,2011-11-01,0.2638,402
403 Adelaide - South,2011-11-01,0.2559,403
404 Adelaide - West,2011-11-01,0.2637,404
405 Barossa - Yorke - Mid North,2011-11-01,0.1506,405
406 South Australia - Outback,2011-11-01,0.1847,406
407 South Australia - South East,2011-11-01,0.1909,407
502 Mandurah,2011-11-01,0.2127,502
503 Perth - Inner,2011-11-01,0.1852,503
504 Perth - North East,2011-11-01,0.2264,504
505 Perth - North West,2011-11-01,0.2514,505
506 Perth - South East,2011-11-01,0.2478,506
507 Perth - South West,2011-11-01,0.2459,507
501 Bunbury,2011-11-01,0.2034,501
508 Western Australia - Outback,2011-11-01,0.1869,508
509 Western Australia - Wheat Belt,2011-11-01,0.1719,509
601 Hobart,2011-11-01,0.2617,601
602 Launceston and North East,2011-11-01,0.2239,602
603 Tasmania - South East,2011-11-01,0.1746,603
604 Tasmania - West and North West,2011-11-01,0.2113,604
701 Darwin,2011-11-01,0.2493,701
702 Northern Territory - Outback,2011-11-01,0.1934,702
801 Australian Capital Territory,2011-11-01,0.2559,801
102 Central Coast,2012-11-01,0.2732,102
115 Sydney - Baulkham Hills and Hawkesbury,2012-11-01,0.2999,115
116 Sydney - Blacktown,2012-11-01,0.2804,116
117 Sydney - City and Inner South,2012-11-01,0.2071,117
118 Sydney - Eastern Suburbs,2012-11-01,0.2349,118
119 Sydney - Inner South West,2012-11-01,0.2612,119
120 Sydney - Inner West,2012-11-01,0.2305,120
121 Sydney - North Sydney and Hornsby,2012-11-01,0.2171,121
122 Sydney - Northern Beaches,2012-11-01,0.2332,122
123 Sydney - Outer South West,2012-11-01,0.2393,123
124 Sydney - Outer West and Blue Mountains,2012-11-01,0.2534,124
125 Sydney - Parramatta,2012-11-01,0.2583,125
126 Sydney - Ryde,2012-11-01,0.2748,126
127 Sydney - South West,2012-11-01,0.2588,127
128 Sydney - Sutherland,2012-11-01,0.2883,128
101 Capital Region,2012-11-01,0.2147,101
103 New South Wales - Central West,2012-11-01,0.2314,103
104 Coffs Harbour - Grafton,2012-11-01,0.3176,104
105 Far West and Orana,2012-11-01,0.2131,105
106 Hunter Valley exc Newcastle,2012-11-01,0.2013,106
107 Illawarra,2012-11-01,0.2451,107
108 Mid North Coast,2012-11-01,0.2613,108
109 Murray,2012-11-01,0.231,109
110 New England and North West,2012-11-01,0.2463,110
111 Newcastle and Lake Macquarie,2012-11-01,0.2319,111
112 Richmond - Tweed,2012-11-01,0.1934,112
113 Riverina,2012-11-01,0.2119,113
114 Southern Highlands and Shoalhaven,2012-11-01,0.2012,114
206 Melbourne - Inner,2012-11-01,0.1964,206
207 Melbourne - Inner East,2012-11-01,0.2194,207
208 Melbourne - Inner South,2012-11-01,0.2221,208
209 Melbourne - North East,2012-11-01,0.2575,209
210 Melbourne - North West,2012-11-01,0.2997,210
211 Melbourne - Outer East,2012-11-01,0.2718,211
212 Melbourne - South East,2012-11-01,0.2661,212
213 Melbourne - West,2012-11-01,0.2583,213
214 Mornington Peninsula,2012-11-01,0.2865,214
201 Ballarat,2012-11-01,0.246,201
202 Bendigo,2012-11-01,0.2106,202
203 Geelong,2012-11-01,0.2009,203
204 Hume,2012-11-01,0.1913,204
205 Latrobe - Gippsland,2012-11-01,0.2464,205
215 Victoria - North West,2012-11-01,0.2125,215
216 Shepparton,2012-11-01,0.2115,216
217 Warrnambool and South West,2012-11-01,0.2284,217
301 Brisbane - East,2012-11-01,0.2196,301
302 Brisbane - North,2012-11-01,0.2758,302
303 Brisbane - South,2012-11-01,0.2643,303
304 Brisbane - West,2012-11-01,0.2347,304
305 Brisbane Inner City,2012-11-01,0.216,305
310 Ipswich,2012-11-01,0.2364,310
311 Logan - Beaudesert,2012-11-01,0.2637,311
313 Moreton Bay - North,2012-11-01,0.2626,313
314 Moreton Bay - South,2012-11-01,0.2844,314
306 Cairns,2012-11-01,0.2471,306
307 Darling Downs - Maranoa,2012-11-01,0.2162,307
308 Fitzroy,2012-11-01,0.2022,308
309 Gold Coast,2012-11-01,0.2738,309
312 Mackay,2012-11-01,0.2361,312
315 Queensland - Outback,2012-11-01,0.1531,315
316 Sunshine Coast,2012-11-01,0.2209,316
317 Toowoomba,2012-11-01,0.254,317
318 Townsville,2012-11-01,0.2517,318
319 Wide Bay,2012-11-01,0.2068,319
401 Adelaide - Central and Hills,2012-11-01,0.2293,401
402 Adelaide - North,2012-11-01,0.257,402
403 Adelaide - South,2012-11-01,0.2556,403
404 Adelaide - West,2012-11-01,0.265,404
405 Barossa - Yorke - Mid North,2012-11-01,0.1986,405
406 South Australia - Outback,2012-11-01,0.1714,406
407 South Australia - South East,2012-11-01,0.196,407
502 Mandurah,2012-11-01,0.1607,502
503 Perth - Inner,2012-11-01,0.2164,503
504 Perth - North East,2012-11-01,0.2285,504
505 Perth - North West,2012-11-01,0.2365,505
506 Perth - South East,2012-11-01,0.2406,506
507 Perth - South West,2012-11-01,0.25,507
501 Bunbury,2012-11-01,0.1885,501
508 Western Australia - Outback,2012-11-01,0.1815,508
509 Western Australia - Wheat Belt,2012-11-01,0.179,509
601 Hobart,2012-11-01,0.2668,601
602 Launceston and North East,2012-11-01,0.2242,602
603 Tasmania - South East,2012-11-01,0.1847,603
604 Tasmania - West and North West,2012-11-01,0.1668,604
701 Darwin,2012-11-01,0.245,701
702 Northern Territory - Outback,2012-11-01,0.1965,702
801 Australian Capital Territory,2012-11-01,0.2647,801
102 Central Coast,2013-11-01,0.2081,102
115 Sydney - Baulkham Hills and Hawkesbury,2013-11-01,0.2747,115
116 Sydney - Blacktown,2013-11-01,0.2771,116
117 Sydney - City and Inner South,2013-11-01,0.2021,117
118 Sydney - Eastern Suburbs,2013-11-01,0.2102,118
119 Sydney - Inner South West,2013-11-01,0.2883,119
120 Sydney - Inner West,2013-11-01,0.2411,120
121 Sydney - North Sydney and Hornsby,2013-11-01,0.225,121
122 Sydney - Northern Beaches,2013-11-01,0.2313,122
123 Sydney - Outer South West,2013-11-01,0.2807,123
124 Sydney - Outer West and Blue Mountains,2013-11-01,0.2422,124
125 Sydney - Parramatta,2013-11-01,0.2387,125
126 Sydney - Ryde,2013-11-01,0.2449,126
127 Sydney - South West,2013-11-01,0.2813,127
128 Sydney - Sutherland,2013-11-01,0.2973,128
101 Capital Region,2013-11-01,0.241,101
103 New South Wales - Central West,2013-11-01,0.1752,103
104 Coffs Harbour - Grafton,2013-11-01,0.2313,104
105 Far West and Orana,2013-11-01,0.1555,105
106 Hunter Valley exc Newcastle,2013-11-01,0.2147,106
107 Illawarra,2013-11-01,0.2316,107
108 Mid North Coast,2013-11-01,0.2693,108
109 Murray,2013-11-01,0.2183,109
110 New England and North West,2013-11-01,0.2321,110
111 Newcastle and Lake Macquarie,2013-11-01,0.2646,111
112 Richmond - Tweed,2013-11-01,0.216,112
113 Riverina,2013-11-01,0.2165,113
114 Southern Highlands and Shoalhaven,2013-11-01,0.207,114
206 Melbourne - Inner,2013-11-01,0.2039,206
207 Melbourne - Inner East,2013-11-01,0.2397,207
208 Melbourne - Inner South,2013-11-01,0.2483,208
209 Melbourne - North East,2013-11-01,0.2613,209
210 Melbourne - North West,2013-11-01,0.2558,210
211 Melbourne - Outer East,2013-11-01,0.2571,211
212 Melbourne - South East,2013-11-01,0.25,212
213 Melbourne - West,2013-11-01,0.2573,213
214 Mornington Peninsula,2013-11-01,0.2381,214
201 Ballarat,2013-11-01,0.2177,201
202 Bendigo,2013-11-01,0.2408,202
203 Geelong,2013-11-01,0.226,203
204 Hume,2013-11-01,0.2023,204
205 Latrobe - Gippsland,2013-11-01,0.2183,205
215 Victoria - North West,2013-11-01,0.1955,215
216 Shepparton,2013-11-01,0.188,216
217 Warrnambool and South West,2013-11-01,0.2165,217
301 Brisbane - East,2013-11-01,0.2861,301
302 Brisbane - North,2013-11-01,0.2813,302
303 Brisbane - South,2013-11-01,0.2588,303
304 Brisbane - West,2013-11-01,0.223,304
305 Brisbane Inner City,2013-11-01,0.2059,305
310 Ipswich,2013-11-01,0.2535,310
311 Logan - Beaudesert,2013-11-01,0.2868,311
313 Moreton Bay - North,2013-11-01,0.2682,313
314 Moreton Bay - South,2013-11-01,0.28,314
306 Cairns,2013-11-01,0.2552,306
307 Darling Downs - Maranoa,2013-11-01,0.1991,307
308 Fitzroy,2013-11-01,0.1948,308
309 Gold Coast,2013-11-01,0.267,309
312 Mackay,2013-11-01,0.1944,312
315 Queensland - Outback,2013-11-01,0.1567,315
316 Sunshine Coast,2013-11-01,0.2709,316
317 Toowoomba,2013-11-01,0.2705,317
