Labour market region (SA4): ASGS (2011),date,percent parttime,sa4_code_2011
209 Melbourne - North East,2005-08-01,0.2664,209
210 Melbourne - North West,2005-08-01,0.2737,210
211 Melbourne - Outer East,2005-08-01,0.2784,211
212 Melbourne - South East,2005-08-01,0.2795,212
213 Melbourne - West,2005-08-01,0.2593,213
214 Mornington Peninsula,2005-08-01,0.2816,214
201 Ballarat,2005-08-01,0.2706,201
202 Bendigo,2005-08-01,0.233,202
203 Geelong,2005-08-01,0.247,203
204 Hume,2005-08-01,0.2168,204
205 Latrobe - Gippsland,2005-08-01,0.1861,205
215 Victoria - North West,2005-08-01,0.2107,215
216 Shepparton,2005-08-01,0.2411,216
217 Warrnambool and South West,2005-08-01,0.2639,217
301 Brisbane - East,2005-08-01,0.1831,301
302 Brisbane - North,2005-08-01,0.3117,302
303 Brisbane - South,2005-08-01,0.2966,303
304 Brisbane - West,2005-08-01,0.2914,304
305 Brisbane Inner City,2005-08-01,0.2724,305
310 Ipswich,2005-08-01,0.2597,310
311 Logan - Beaudesert,2005-08-01,0.2778,311
313 Moreton Bay - North,2005-08-01,0.2857,313
314 Moreton Bay - South,2005-08-01,0.275,314
306 Cairns,2005-08-01,0.326,306
307 Darling Downs - Maranoa,2005-08-01,0.256,307
308 Fitzroy,2005-08-01,0.2299,308
309 Gold Coast,2005-08-01,0.2319,309
312 Mackay,2005-08-01,0.2799,312
315 Queensland - Outback,2005-08-01,0.22,315
316 Sunshine Coast,2005-08-01,0.2107,316
317 Toowoomba,2005-08-01,0.2654,317
318 Townsville,2005-08-01,0.2542,318
319 Wide Bay,2005-08-01,0.2764,319
401 Adelaide - Central and Hills,2005-08-01,0.2448,401
402 Adelaide - North,2005-08-01,0.2577,402
403 Adelaide - South,2005-08-01,0.2904,403
404 Adelaide - West,2005-08-01,0.2748,404
405 Barossa - Yorke - Mid North,2005-08-01,0.2951,405
406 South Australia - Outback,2005-08-01,0.2183,406
407 South Australia - South East,2005-08-01,0.2046,407
502 Mandurah,2005-08-01,0.2103,502
503 Perth - Inner,2005-08-01,0.2564,503
504 Perth - North East,2005-08-01,0.2116,504
505 Perth - North West,2005-08-01,0.2509,505
506 Perth - South East,2005-08-01,0.2709,506
507 Perth - South West,2005-08-01,0.2802,507
501 Bunbury,2005-08-01,0.2608,501
508 Western Australia - Outback,2005-08-01,0.2338,508
509 Western Australia - Wheat Belt,2005-08-01,0.1653,509
601 Hobart,2005-08-01,0.1748,601
602 Launceston and North East,2005-08-01,0.2709,602
603 Tasmania - South East,2005-08-01,0.2388,603
604 Tasmania - West and North West,2005-08-01,0.1488,604
701 Darwin,2005-08-01,0.2147,701
702 Northern Territory - Outback,2005-08-01,0.2737,702
801 Australian Capital Territory,2005-08-01,0.2097,801
102 Central Coast,2006-08-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2006-08-01,0.2795,115
116 Sydney - Blacktown,2006-08-01,0.2639,116
117 Sydney - City and Inner South,2006-08-01,0.3075,117
118 Sydney - Eastern Suburbs,2006-08-01,0.2634,118
119 Sydney - Inner South West,2006-08-01,0.2133,119
120 Sydney - Inner West,2006-08-01,0.2823,120
121 Sydney - North Sydney and Hornsby,2006-08-01,0.2814,121
122 Sydney - Northern Beaches,2006-08-01,0.2734,122
123 Sydney - Outer South West,2006-08-01,0.2441,123
124 Sydney - Outer West and Blue Mountains,2006-08-01,0.3096,124
125 Sydney - Parramatta,2006-08-01,0.2625,125
126 Sydney - Ryde,2006-08-01,0.2871,126
127 Sydney - South West,2006-08-01,0.2345,127
128 Sydney - Sutherland,2006-08-01,0.2779,128
101 Capital Region,2006-08-01,0.2952,101
103 New South Wales - Central West,2006-08-01,0.2516,103
104 Coffs Harbour - Grafton,2006-08-01,0.2115,104
105 Far West and Orana,2006-08-01,0.308,105
106 Hunter Valley exc Newcastle,2006-08-01,0.2105,106
107 Illawarra,2006-08-01,0.2494,107
108 Mid North Coast,2006-08-01,0.2431,108
109 Murray,2006-08-01,0.288,109
110 New England and North West,2006-08-01,0.2185,110
111 Newcastle and Lake Macquarie,2006-08-01,0.2422,111
112 Richmond - Tweed,2006-08-01,0.2963,112
113 Riverina,2006-08-01,0.2485,113
114 Southern Highlands and Shoalhaven,2006-08-01,0.1844,114
206 Melbourne - Inner,2006-08-01,0.2274,206
207 Melbourne - Inner East,2006-08-01,0.237,207
208 Melbourne - Inner South,2006-08-01,0.2512,208
209 Melbourne - North East,2006-08-01,0.2614,209
210 Melbourne - North West,2006-08-01,0.2939,210
211 Melbourne - Outer East,2006-08-01,0.2812,211
212 Melbourne - South East,2006-08-01,0.2753,212
213 Melbourne - West,2006-08-01,0.28,213
214 Mornington Peninsula,2006-08-01,0.2905,214
201 Ballarat,2006-08-01,0.2837,201
202 Bendigo,2006-08-01,0.2277,202
203 Geelong,2006-08-01,0.2375,203
204 Hume,2006-08-01,0.2299,204
205 Latrobe - Gippsland,2006-08-01,0.1939,205
215 Victoria - North West,2006-08-01,0.2195,215
216 Shepparton,2006-08-01,0.1893,216
217 Warrnambool and South West,2006-08-01,0.2345,217
301 Brisbane - East,2006-08-01,0.1899,301
302 Brisbane - North,2006-08-01,0.2982,302
303 Brisbane - South,2006-08-01,0.3084,303
304 Brisbane - West,2006-08-01,0.2728,304
305 Brisbane Inner City,2006-08-01,0.2731,305
310 Ipswich,2006-08-01,0.2285,310
311 Logan - Beaudesert,2006-08-01,0.2292,311
313 Moreton Bay - North,2006-08-01,0.2605,313
314 Moreton Bay - South,2006-08-01,0.2885,314
306 Cairns,2006-08-01,0.3285,306
307 Darling Downs - Maranoa,2006-08-01,0.2431,307
308 Fitzroy,2006-08-01,0.2041,308
309 Gold Coast,2006-08-01,0.2328,309
312 Mackay,2006-08-01,0.2779,312
315 Queensland - Outback,2006-08-01,0.2028,315
316 Sunshine Coast,2006-08-01,0.2145,316
317 Toowoomba,2006-08-01,0.2715,317
318 Townsville,2006-08-01,0.2591,318
319 Wide Bay,2006-08-01,0.2722,319
401 Adelaide - Central and Hills,2006-08-01,0.2206,401
402 Adelaide - North,2006-08-01,0.2489,402
403 Adelaide - South,2006-08-01,0.2638,403
404 Adelaide - West,2006-08-01,0.2566,404
405 Barossa - Yorke - Mid North,2006-08-01,0.2678,405
406 South Australia - Outback,2006-08-01,0.2263,406
407 South Australia - South East,2006-08-01,0.2017,407
502 Mandurah,2006-08-01,0.1856,502
503 Perth - Inner,2006-08-01,0.2049,503
504 Perth - North East,2006-08-01,0.1852,504
505 Perth - North West,2006-08-01,0.2575,505
506 Perth - South East,2006-08-01,0.2906,506
507 Perth - South West,2006-08-01,0.2742,507
501 Bunbury,2006-08-01,0.2674,501
508 Western Australia - Outback,2006-08-01,0.1911,508
509 Western Australia - Wheat Belt,2006-08-01,0.1877,509
601 Hobart,2006-08-01,0.2188,601
602 Launceston and North East,2006-08-01,0.2731,602
603 Tasmania - South East,2006-08-01,0.2403,603
604 Tasmania - West and North West,2006-08-01,0.1523,604
701 Darwin,2006-08-01,0.2295,701
702 Northern Territory - Outback,2006-08-01,0.2569,702
801 Australian Capital Territory,2006-08-01,0.223,801
102 Central Coast,2007-08-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2007-08-01,0.281,115
116 Sydney - Blacktown,2007-08-01,0.2389,116
117 Sydney - City and Inner South,2007-08-01,0.2735,117
118 Sydney - Eastern Suburbs,2007-08-01,0.2406,118
119 Sydney - Inner South West,2007-08-01,0.2168,119
120 Sydney - Inner West,2007-08-01,0.2647,120
121 Sydney - North Sydney and Hornsby,2007-08-01,0.2477,121
122 Sydney - Northern Beaches,2007-08-01,0.2602,122
123 Sydney - Outer South West,2007-08-01,0.2384,123
124 Sydney - Outer West and Blue Mountains,2007-08-01,0.2888,124
125 Sydney - Parramatta,2007-08-01,0.2708,125
126 Sydney - Ryde,2007-08-01,0.2781,126
127 Sydney - South West,2007-08-01,0.2614,127
128 Sydney - Sutherland,2007-08-01,0.2792,128
101 Capital Region,2007-08-01,0.2767,101
103 New South Wales - Central West,2007-08-01,0.2337,103
104 Coffs Harbour - Grafton,2007-08-01,0.2217,104
105 Far West and Orana,2007-08-01,0.2537,105
106 Hunter Valley exc Newcastle,2007-08-01,0.1754,106
107 Illawarra,2007-08-01,0.2204,107
108 Mid North Coast,2007-08-01,0.2576,108
109 Murray,2007-08-01,0.2327,109
110 New England and North West,2007-08-01,0.2402,110
111 Newcastle and Lake Macquarie,2007-08-01,0.208,111
112 Richmond - Tweed,2007-08-01,0.2692,112
113 Riverina,2007-08-01,0.2194,113
114 Southern Highlands and Shoalhaven,2007-08-01,0.22,114
206 Melbourne - Inner,2007-08-01,0.2298,206
207 Melbourne - Inner East,2007-08-01,0.2451,207
208 Melbourne - Inner South,2007-08-01,0.2625,208
209 Melbourne - North East,2007-08-01,0.228,209
210 Melbourne - North West,2007-08-01,0.2707,210
211 Melbourne - Outer East,2007-08-01,0.2888,211
212 Melbourne - South East,2007-08-01,0.2659,212
213 Melbourne - West,2007-08-01,0.2704,213
214 Mornington Peninsula,2007-08-01,0.2661,214
201 Ballarat,2007-08-01,0.2489,201
202 Bendigo,2007-08-01,0.2437,202
203 Geelong,2007-08-01,0.2525,203
204 Hume,2007-08-01,0.2303,204
205 Latrobe - Gippsland,2007-08-01,0.1948,205
215 Victoria - North West,2007-08-01,0.2394,215
216 Shepparton,2007-08-01,0.2126,216
217 Warrnambool and South West,2007-08-01,0.183,217
301 Brisbane - East,2007-08-01,0.1988,301
302 Brisbane - North,2007-08-01,0.2826,302
303 Brisbane - South,2007-08-01,0.3184,303
304 Brisbane - West,2007-08-01,0.2789,304
305 Brisbane Inner City,2007-08-01,0.2578,305
310 Ipswich,2007-08-01,0.2713,310
311 Logan - Beaudesert,2007-08-01,0.2453,311
313 Moreton Bay - North,2007-08-01,0.2648,313
314 Moreton Bay - South,2007-08-01,0.252,314
306 Cairns,2007-08-01,0.321,306
307 Darling Downs - Maranoa,2007-08-01,0.2479,307
308 Fitzroy,2007-08-01,0.1891,308
309 Gold Coast,2007-08-01,0.2349,309
312 Mackay,2007-08-01,0.264,312
315 Queensland - Outback,2007-08-01,0.2211,315
316 Sunshine Coast,2007-08-01,0.1528,316
317 Toowoomba,2007-08-01,0.2583,317
318 Townsville,2007-08-01,0.2574,318
319 Wide Bay,2007-08-01,0.2517,319
401 Adelaide - Central and Hills,2007-08-01,0.2255,401
402 Adelaide - North,2007-08-01,0.2492,402
403 Adelaide - South,2007-08-01,0.2766,403
404 Adelaide - West,2007-08-01,0.2691,404
405 Barossa - Yorke - Mid North,2007-08-01,0.2814,405
406 South Australia - Outback,2007-08-01,0.2329,406
407 South Australia - South East,2007-08-01,0.1787,407
502 Mandurah,2007-08-01,0.1739,502
503 Perth - Inner,2007-08-01,0.1864,503
504 Perth - North East,2007-08-01,0.1957,504
505 Perth - North West,2007-08-01,0.2648,505
506 Perth - South East,2007-08-01,0.266,506
507 Perth - South West,2007-08-01,0.2619,507
501 Bunbury,2007-08-01,0.2559,501
508 Western Australia - Outback,2007-08-01,0.2163,508
509 Western Australia - Wheat Belt,2007-08-01,0.1746,509
601 Hobart,2007-08-01,0.1824,601
602 Launceston and North East,2007-08-01,0.259,602
603 Tasmania - South East,2007-08-01,0.2089,603
604 Tasmania - West and North West,2007-08-01,0.1872,604
701 Darwin,2007-08-01,0.2258,701
702 Northern Territory - Outback,2007-08-01,0.2608,702
801 Australian Capital Territory,2007-08-01,0.1691,801
102 Central Coast,2008-08-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2008-08-01,0.2325,115
116 Sydney - Blacktown,2008-08-01,0.2809,116
117 Sydney - City and Inner South,2008-08-01,0.2425,117
118 Sydney - Eastern Suburbs,2008-08-01,0.2353,118
119 Sydney - Inner South West,2008-08-01,0.2267,119
120 Sydney - Inner West,2008-08-01,0.2754,120
121 Sydney - North Sydney and Hornsby,2008-08-01,0.2472,121
122 Sydney - Northern Beaches,2008-08-01,0.2178,122
123 Sydney - Outer South West,2008-08-01,0.2143,123
124 Sydney - Outer West and Blue Mountains,2008-08-01,0.3121,124
125 Sydney - Parramatta,2008-08-01,0.258,125
126 Sydney - Ryde,2008-08-01,0.2806,126
127 Sydney - South West,2008-08-01,0.2748,127
128 Sydney - Sutherland,2008-08-01,0.2741,128
101 Capital Region,2008-08-01,0.2526,101
103 New South Wales - Central West,2008-08-01,0.2355,103
104 Coffs Harbour - Grafton,2008-08-01,0.2787,104
105 Far West and Orana,2008-08-01,0.2358,105
106 Hunter Valley exc Newcastle,2008-08-01,0.1915,106
107 Illawarra,2008-08-01,0.2297,107
108 Mid North Coast,2008-08-01,0.2572,108
109 Murray,2008-08-01,0.3061,109
110 New England and North West,2008-08-01,0.1985,110
111 Newcastle and Lake Macquarie,2008-08-01,0.1658,111
112 Richmond - Tweed,2008-08-01,0.2553,112
113 Riverina,2008-08-01,0.2292,113
114 Southern Highlands and Shoalhaven,2008-08-01,0.2404,114
206 Melbourne - Inner,2008-08-01,0.2097,206
207 Melbourne - Inner East,2008-08-01,0.2286,207
208 Melbourne - Inner South,2008-08-01,0.2557,208
209 Melbourne - North East,2008-08-01,0.2448,209
210 Melbourne - North West,2008-08-01,0.2633,210
211 Melbourne - Outer East,2008-08-01,0.2702,211
212 Melbourne - South East,2008-08-01,0.2527,212
213 Melbourne - West,2008-08-01,0.2723,213
214 Mornington Peninsula,2008-08-01,0.2655,214
201 Ballarat,2008-08-01,0.2981,201
202 Bendigo,2008-08-01,0.233,202
203 Geelong,2008-08-01,0.2138,203
204 Hume,2008-08-01,0.2312,204
205 Latrobe - Gippsland,2008-08-01,0.216,205
215 Victoria - North West,2008-08-01,0.2277,215
216 Shepparton,2008-08-01,0.2091,216
217 Warrnambool and South West,2008-08-01,0.1723,217
301 Brisbane - East,2008-08-01,0.2115,301
302 Brisbane - North,2008-08-01,0.2984,302
303 Brisbane - South,2008-08-01,0.2918,303
304 Brisbane - West,2008-08-01,0.3,304
305 Brisbane Inner City,2008-08-01,0.2504,305
310 Ipswich,2008-08-01,0.2405,310
311 Logan - Beaudesert,2008-08-01,0.2487,311
313 Moreton Bay - North,2008-08-01,0.2694,313
314 Moreton Bay - South,2008-08-01,0.2653,314
306 Cairns,2008-08-01,0.2845,306
307 Darling Downs - Maranoa,2008-08-01,0.2282,307
308 Fitzroy,2008-08-01,0.1996,308
309 Gold Coast,2008-08-01,0.2025,309
312 Mackay,2008-08-01,0.2914,312
315 Queensland - Outback,2008-08-01,0.2201,315
316 Sunshine Coast,2008-08-01,0.1223,316
317 Toowoomba,2008-08-01,0.2723,317
318 Townsville,2008-08-01,0.2744,318
319 Wide Bay,2008-08-01,0.2631,319
401 Adelaide - Central and Hills,2008-08-01,0.2221,401
402 Adelaide - North,2008-08-01,0.2438,402
403 Adelaide - South,2008-08-01,0.2729,403
404 Adelaide - West,2008-08-01,0.246,404
405 Barossa - Yorke - Mid North,2008-08-01,0.2836,405
406 South Australia - Outback,2008-08-01,0.216,406
407 South Australia - South East,2008-08-01,0.1811,407
502 Mandurah,2008-08-01,0.2022,502
503 Perth - Inner,2008-08-01,0.1931,503
504 Perth - North East,2008-08-01,0.2065,504
505 Perth - North West,2008-08-01,0.2371,505
506 Perth - South East,2008-08-01,0.2574,506
507 Perth - South West,2008-08-01,0.247,507
501 Bunbury,2008-08-01,0.2358,501
508 Western Australia - Outback,2008-08-01,0.2176,508
509 Western Australia - Wheat Belt,2008-08-01,0.1589,509
601 Hobart,2008-08-01,0.1968,601
602 Launceston and North East,2008-08-01,0.2621,602
603 Tasmania - South East,2008-08-01,0.2213,603
604 Tasmania - West and North West,2008-08-01,0.1577,604
701 Darwin,2008-08-01,0.2051,701
702 Northern Territory - Outback,2008-08-01,0.2548,702
801 Australian Capital Territory,2008-08-01,0.1718,801
102 Central Coast,2009-08-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2009-08-01,0.2551,115
116 Sydney - Blacktown,2009-08-01,0.2712,116
117 Sydney - City and Inner South,2009-08-01,0.244,117
118 Sydney - Eastern Suburbs,2009-08-01,0.221,118
119 Sydney - Inner South West,2009-08-01,0.2235,119
120 Sydney - Inner West,2009-08-01,0.288,120
121 Sydney - North Sydney and Hornsby,2009-08-01,0.2475,121
122 Sydney - Northern Beaches,2009-08-01,0.2263,122
123 Sydney - Outer South West,2009-08-01,0.2137,123
124 Sydney - Outer West and Blue Mountains,2009-08-01,0.3289,124
125 Sydney - Parramatta,2009-08-01,0.2588,125
126 Sydney - Ryde,2009-08-01,0.2719,126
127 Sydney - South West,2009-08-01,0.2609,127
128 Sydney - Sutherland,2009-08-01,0.2738,128
101 Capital Region,2009-08-01,0.2975,101
103 New South Wales - Central West,2009-08-01,0.2225,103
104 Coffs Harbour - Grafton,2009-08-01,0.2184,104
105 Far West and Orana,2009-08-01,0.2714,105
106 Hunter Valley exc Newcastle,2009-08-01,0.2239,106
107 Illawarra,2009-08-01,0.2171,107
108 Mid North Coast,2009-08-01,0.2385,108
109 Murray,2009-08-01,0.2338,109
110 New England and North West,2009-08-01,0.2402,110
111 Newcastle and Lake Macquarie,2009-08-01,0.1877,111
112 Richmond - Tweed,2009-08-01,0.2715,112
113 Riverina,2009-08-01,0.2282,113
114 Southern Highlands and Shoalhaven,2009-08-01,0.2168,114
206 Melbourne - Inner,2009-08-01,0.2713,206
207 Melbourne - Inner East,2009-08-01,0.231,207
208 Melbourne - Inner South,2009-08-01,0.2638,208
209 Melbourne - North East,2009-08-01,0.2737,209
210 Melbourne - North West,2009-08-01,0.2635,210
211 Melbourne - Outer East,2009-08-01,0.2849,211
212 Melbourne - South East,2009-08-01,0.2661,212
213 Melbourne - West,2009-08-01,0.2731,213
214 Mornington Peninsula,2009-08-01,0.2644,214
201 Ballarat,2009-08-01,0.2925,201
202 Bendigo,2009-08-01,0.2026,202
203 Geelong,2009-08-01,0.2097,203
204 Hume,2009-08-01,0.2517,204
205 Latrobe - Gippsland,2009-08-01,0.1717,205
215 Victoria - North West,2009-08-01,0.1701,215
216 Shepparton,2009-08-01,0.2212,216
217 Warrnambool and South West,2009-08-01,0.194,217
301 Brisbane - East,2009-08-01,0.1899,301
302 Brisbane - North,2009-08-01,0.3056,302
303 Brisbane - South,2009-08-01,0.2646,303
304 Brisbane - West,2009-08-01,0.2939,304
305 Brisbane Inner City,2009-08-01,0.2069,305
310 Ipswich,2009-08-01,0.2234,310
311 Logan - Beaudesert,2009-08-01,0.2421,311
313 Moreton Bay - North,2009-08-01,0.2661,313
314 Moreton Bay - South,2009-08-01,0.2633,314
306 Cairns,2009-08-01,0.2886,306
307 Darling Downs - Maranoa,2009-08-01,0.2537,307
308 Fitzroy,2009-08-01,0.1691,308
309 Gold Coast,2009-08-01,0.2251,309
312 Mackay,2009-08-01,0.2809,312
315 Queensland - Outback,2009-08-01,0.2361,315
316 Sunshine Coast,2009-08-01,0.1491,316
317 Toowoomba,2009-08-01,0.2417,317
318 Townsville,2009-08-01,0.2824,318
319 Wide Bay,2009-08-01,0.2464,319
401 Adelaide - Central and Hills,2009-08-01,0.231,401
402 Adelaide - North,2009-08-01,0.2404,402
403 Adelaide - South,2009-08-01,0.2453,403
404 Adelaide - West,2009-08-01,0.2611,404
405 Barossa - Yorke - Mid North,2009-08-01,0.2804,405
406 South Australia - Outback,2009-08-01,0.1684,406
407 South Australia - South East,2009-08-01,0.1991,407
502 Mandurah,2009-08-01,0.179,502
503 Perth - Inner,2009-08-01,0.2432,503
504 Perth - North East,2009-08-01,0.2241,504
505 Perth - North West,2009-08-01,0.247,505
506 Perth - South East,2009-08-01,0.2711,506
507 Perth - South West,2009-08-01,0.232,507
501 Bunbury,2009-08-01,0.2243,501
508 Western Australia - Outback,2009-08-01,0.2408,508
509 Western Australia - Wheat Belt,2009-08-01,0.1748,509
601 Hobart,2009-08-01,0.19,601
602 Launceston and North East,2009-08-01,0.2491,602
603 Tasmania - South East,2009-08-01,0.2584,603
604 Tasmania - West and North West,2009-08-01,0.2281,604
701 Darwin,2009-08-01,0.1901,701
702 Northern Territory - Outback,2009-08-01,0.2609,702
801 Australian Capital Territory,2009-08-01,0.1934,801
102 Central Coast,2010-08-01,1,102
115 Sydney - Baulkham Hills and Hawkesbury,2010-08-01,0.2855,115
116 Sydney - Blacktown,2010-08-01,0.2698,116
117 Sydney - City and Inner South,2010-08-01,0.271,117
118 Sydney - Eastern Suburbs,2010-08-01,0.2092,118
119 Sydney - Inner South West,2010-08-01,0.2121,119
120 Sydney - Inner West,2010-08-01,0.2844,120
121 Sydney - North Sydney and Hornsby,2010-08-01,0.2378,121
122 Sydney - Northern Beaches,2010-08-01,0.2063,122
123 Sydney - Outer South West,2010-08-01,0.2274,123
124 Sydney - Outer West and Blue Mountains,2010-08-01,0.2691,124
125 Sydney - Parramatta,2010-08-01,0.2384,125
126 Sydney - Ryde,2010-08-01,0.2641,126
127 Sydney - South West,2010-08-01,0.2497,127
128 Sydney - Sutherland,2010-08-01,0.2658,128
101 Capital Region,2010-08-01,0.2714,101
103 New South Wales - Central West,2010-08-01,0.2436,103
104 Coffs Harbour - Grafton,2010-08-01,0.217,104
105 Far West and Orana,2010-08-01,0.2577,105
106 Hunter Valley exc Newcastle,2010-08-01,0.1708,106
107 Illawarra,2010-08-01,0.2065,107
108 Mid North Coast,2010-08-01,0.2288,108
109 Murray,2010-08-01,0.2657,109
110 New England and North West,2010-08-01,0.2296,110
111 Newcastle and Lake Macquarie,2010-08-01,0.2055,111
112 Richmond - Tweed,2010-08-01,0.2519,112
113 Riverina,2010-08-01,0.2045,113
114 Southern Highlands and Shoalhaven,2010-08-01,0.1934,114
206 Melbourne - Inner,2010-08-01,0.2075,206
207 Melbourne - Inner East,2010-08-01,0.2049,207
208 Melbourne - Inner South,2010-08-01,0.2628,208
209 Melbourne - North East,2010-08-01,0.2755,209
