Labour market region (SA4): ASGS (2011),Date,Percent of part time workers,sa4_code_2011
303 Brisbane - South,1/11/10,34.29,303
304 Brisbane - West,1/11/10,38.59,304
305 Brisbane Inner City,1/11/10,49.25,305
310 Ipswich,1/11/10,49.58,310
311 Logan - Beaudesert,1/11/10,22.38,311
313 Moreton Bay - North,1/11/10,20.89,313
314 Moreton Bay - South,1/11/10,27.63,314
306 Cairns,1/11/10,32.88,306
307 Darling Downs - Maranoa,1/11/10,23.47,307
308 Fitzroy,1/11/10,36.17,308
309 Gold Coast,1/11/10,24.2,309
312 Mackay,1/11/10,30.86,312
315 Queensland - Outback,1/11/10,22.46,315
316 Sunshine Coast,1/11/10,34.07,316
317 Toowoomba,1/11/10,32.08,317
318 Townsville,1/11/10,34.64,318
319 Wide Bay,1/11/10,25.64,319
401 Adelaide - Central and Hills,1/11/10,28.27,401
402 Adelaide - North,1/11/10,46.75,402
403 Adelaide - South,1/11/10,25.28,403
404 Adelaide - West,1/11/10,33.4,404
405 Barossa - Yorke - Mid North,1/11/10,29.82,405
406 South Australia - Outback,1/11/10,32.93,406
407 South Australia - South East,1/11/10,31.68,407
502 Mandurah,1/11/10,31.65,502
503 Perth - Inner,1/11/10,18.94,503
504 Perth - North East,1/11/10,52.86,504
505 Perth - North West,1/11/10,30.92,505
506 Perth - South East,1/11/10,31.66,506
507 Perth - South West,1/11/10,29.16,507
501 Bunbury,1/11/10,33.17,501
508 Western Australia - Outback,1/11/10,21.1,508
509 Western Australia - Wheat Belt,1/11/10,27.59,509
601 Hobart,1/11/10,41.33,601
602 Launceston and North East,1/11/10,36.7,602
603 Tasmania - South East,1/11/10,29.94,603
604 Tasmania - West and North West,1/11/10,33.6,604
701 Darwin,1/11/10,24.56,701
702 Northern Territory - Outback,1/11/10,33.39,702
801 Australian Capital Territory,1/11/10,30.99,801
102 Central Coast,1/11/11,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/11,30.19,115
116 Sydney - Blacktown,1/11/11,41.43,116
117 Sydney - City and Inner South,1/11/11,24.91,117
118 Sydney - Eastern Suburbs,1/11/11,53.03,118
119 Sydney - Inner South West,1/11/11,51.32,119
120 Sydney - Inner West,1/11/11,33.2,120
121 Sydney - North Sydney and Hornsby,1/11/11,47.27,121
122 Sydney - Northern Beaches,1/11/11,60.92,122
123 Sydney - Outer South West,1/11/11,47.96,123
124 Sydney - Outer West and Blue Mountains,1/11/11,27.78,124
125 Sydney - Parramatta,1/11/11,26.28,125
126 Sydney - Ryde,1/11/11,33.05,126
127 Sydney - South West,1/11/11,45.81,127
128 Sydney - Sutherland,1/11/11,22.51,128
101 Capital Region,1/11/11,36.58,101
103 New South Wales - Central West,1/11/11,36.33,103
104 Coffs Harbour - Grafton,1/11/11,27.08,104
105 Far West and Orana,1/11/11,27.09,105
106 Hunter Valley exc Newcastle,1/11/11,35.95,106
107 Illawarra,1/11/11,21.81,107
108 Mid North Coast,1/11/11,32.26,108
109 Murray,1/11/11,27.68,109
110 New England and North West,1/11/11,42.13,110
111 Newcastle and Lake Macquarie,1/11/11,26.48,111
112 Richmond - Tweed,1/11/11,32.72,112
113 Riverina,1/11/11,32.22,113
114 Southern Highlands and Shoalhaven,1/11/11,32.36,114
206 Melbourne - Inner,1/11/11,25.53,206
207 Melbourne - Inner East,1/11/11,54.36,207
208 Melbourne - Inner South,1/11/11,53.09,208
209 Melbourne - North East,1/11/11,49.67,209
210 Melbourne - North West,1/11/11,34.21,210
211 Melbourne - Outer East,1/11/11,28.42,211
212 Melbourne - South East,1/11/11,31.69,212
213 Melbourne - West,1/11/11,27.23,213
214 Mornington Peninsula,1/11/11,26.34,214
201 Ballarat,1/11/11,29.01,201
202 Bendigo,1/11/11,27.61,202
203 Geelong,1/11/11,35.18,203
204 Hume,1/11/11,28.99,204
205 Latrobe - Gippsland,1/11/11,29.36,205
215 Victoria - North West,1/11/11,33.42,215
216 Shepparton,1/11/11,34.64,216
217 Warrnambool and South West,1/11/11,24.72,217
301 Brisbane - East,1/11/11,27.91,301
302 Brisbane - North,1/11/11,30.07,302
303 Brisbane - South,1/11/11,36.12,303
304 Brisbane - West,1/11/11,40.09,304
305 Brisbane Inner City,1/11/11,53.39,305
310 Ipswich,1/11/11,50.23,310
311 Logan - Beaudesert,1/11/11,28.25,311
313 Moreton Bay - North,1/11/11,24.83,313
314 Moreton Bay - South,1/11/11,20.62,314
306 Cairns,1/11/11,34.28,306
307 Darling Downs - Maranoa,1/11/11,26.81,307
308 Fitzroy,1/11/11,33.76,308
309 Gold Coast,1/11/11,24.17,309
312 Mackay,1/11/11,29.25,312
315 Queensland - Outback,1/11/11,24.55,315
316 Sunshine Coast,1/11/11,34.48,316
317 Toowoomba,1/11/11,33.12,317
318 Townsville,1/11/11,38.06,318
319 Wide Bay,1/11/11,28.88,319
401 Adelaide - Central and Hills,1/11/11,22.64,401
402 Adelaide - North,1/11/11,45.46,402
403 Adelaide - South,1/11/11,25.79,403
404 Adelaide - West,1/11/11,35.03,404
405 Barossa - Yorke - Mid North,1/11/11,29.12,405
406 South Australia - Outback,1/11/11,34.27,406
407 South Australia - South East,1/11/11,30.35,407
502 Mandurah,1/11/11,29.86,502
503 Perth - Inner,1/11/11,23.43,503
504 Perth - North East,1/11/11,53.61,504
505 Perth - North West,1/11/11,30.33,505
506 Perth - South East,1/11/11,32.92,506
507 Perth - South West,1/11/11,28.48,507
501 Bunbury,1/11/11,30.31,501
508 Western Australia - Outback,1/11/11,21.22,508
509 Western Australia - Wheat Belt,1/11/11,26.59,509
601 Hobart,1/11/11,40.18,601
602 Launceston and North East,1/11/11,34.94,602
603 Tasmania - South East,1/11/11,31.09,603
604 Tasmania - West and North West,1/11/11,32.05,604
701 Darwin,1/11/11,25.21,701
702 Northern Territory - Outback,1/11/11,34.11,702
801 Australian Capital Territory,1/11/11,33.92,801
102 Central Coast,1/11/12,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/12,23.25,115
116 Sydney - Blacktown,1/11/12,41.48,116
117 Sydney - City and Inner South,1/11/12,26.32,117
118 Sydney - Eastern Suburbs,1/11/12,55.75,118
119 Sydney - Inner South West,1/11/12,53.35,119
120 Sydney - Inner West,1/11/12,32.3,120
121 Sydney - North Sydney and Hornsby,1/11/12,49.49,121
122 Sydney - Northern Beaches,1/11/12,60.25,122
123 Sydney - Outer South West,1/11/12,46.04,123
124 Sydney - Outer West and Blue Mountains,1/11/12,30.36,124
125 Sydney - Parramatta,1/11/12,31.09,125
126 Sydney - Ryde,1/11/12,34.99,126
127 Sydney - South West,1/11/12,47.54,127
128 Sydney - Sutherland,1/11/12,23.18,128
101 Capital Region,1/11/12,35.54,101
103 New South Wales - Central West,1/11/12,39.18,103
104 Coffs Harbour - Grafton,1/11/12,21.5,104
105 Far West and Orana,1/11/12,28.9,105
106 Hunter Valley exc Newcastle,1/11/12,36.2,106
107 Illawarra,1/11/12,24.64,107
108 Mid North Coast,1/11/12,30.55,108
109 Murray,1/11/12,29.21,109
110 New England and North West,1/11/12,33.34,110
111 Newcastle and Lake Macquarie,1/11/12,26.51,111
112 Richmond - Tweed,1/11/12,32.57,112
113 Riverina,1/11/12,31.25,113
114 Southern Highlands and Shoalhaven,1/11/12,28.75,114
206 Melbourne - Inner,1/11/12,27.76,206
207 Melbourne - Inner East,1/11/12,57.25,207
208 Melbourne - Inner South,1/11/12,51.72,208
209 Melbourne - North East,1/11/12,50.36,209
210 Melbourne - North West,1/11/12,36.35,210
211 Melbourne - Outer East,1/11/12,22.13,211
212 Melbourne - South East,1/11/12,34.47,212
213 Melbourne - West,1/11/12,27.28,213
214 Mornington Peninsula,1/11/12,27.36,214
201 Ballarat,1/11/12,31.06,201
202 Bendigo,1/11/12,23.36,202
203 Geelong,1/11/12,38.55,203
204 Hume,1/11/12,34.26,204
205 Latrobe - Gippsland,1/11/12,30.22,205
215 Victoria - North West,1/11/12,28.95,215
216 Shepparton,1/11/12,35.36,216
217 Warrnambool and South West,1/11/12,30.97,217
301 Brisbane - East,1/11/12,32.54,301
302 Brisbane - North,1/11/12,33.83,302
303 Brisbane - South,1/11/12,35.36,303
304 Brisbane - West,1/11/12,38.91,304
305 Brisbane Inner City,1/11/12,53.1,305
310 Ipswich,1/11/12,52.24,310
311 Logan - Beaudesert,1/11/12,26,311
313 Moreton Bay - North,1/11/12,23.95,313
314 Moreton Bay - South,1/11/12,19.06,314
306 Cairns,1/11/12,31.37,306
307 Darling Downs - Maranoa,1/11/12,26.42,307
308 Fitzroy,1/11/12,31.4,308
309 Gold Coast,1/11/12,24.28,309
312 Mackay,1/11/12,30.03,312
315 Queensland - Outback,1/11/12,25.55,315
316 Sunshine Coast,1/11/12,36.95,316
317 Toowoomba,1/11/12,38.52,317
318 Townsville,1/11/12,34.86,318
319 Wide Bay,1/11/12,28.26,319
401 Adelaide - Central and Hills,1/11/12,25.69,401
402 Adelaide - North,1/11/12,47.67,402
403 Adelaide - South,1/11/12,27.21,403
404 Adelaide - West,1/11/12,33.52,404
405 Barossa - Yorke - Mid North,1/11/12,28.96,405
406 South Australia - Outback,1/11/12,30.62,406
407 South Australia - South East,1/11/12,29.53,407
502 Mandurah,1/11/12,31.63,502
503 Perth - Inner,1/11/12,29.28,503
504 Perth - North East,1/11/12,54.45,504
505 Perth - North West,1/11/12,27.74,505
506 Perth - South East,1/11/12,31.91,506
507 Perth - South West,1/11/12,31.51,507
501 Bunbury,1/11/12,30.59,501
508 Western Australia - Outback,1/11/12,21.88,508
509 Western Australia - Wheat Belt,1/11/12,26.97,509
601 Hobart,1/11/12,36.72,601
602 Launceston and North East,1/11/12,36.75,602
603 Tasmania - South East,1/11/12,32.23,603
604 Tasmania - West and North West,1/11/12,26.08,604
701 Darwin,1/11/12,28.27,701
702 Northern Territory - Outback,1/11/12,33.75,702
801 Australian Capital Territory,1/11/12,33.82,801
102 Central Coast,1/11/13,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/13,28.97,115
116 Sydney - Blacktown,1/11/13,42.86,116
117 Sydney - City and Inner South,1/11/13,26.59,117
118 Sydney - Eastern Suburbs,1/11/13,53.88,118
119 Sydney - Inner South West,1/11/13,58.22,119
120 Sydney - Inner West,1/11/13,33.66,120
121 Sydney - North Sydney and Hornsby,1/11/13,48.7,121
122 Sydney - Northern Beaches,1/11/13,59.35,122
123 Sydney - Outer South West,1/11/13,46.16,123
124 Sydney - Outer West and Blue Mountains,1/11/13,26.08,124
125 Sydney - Parramatta,1/11/13,29.77,125
126 Sydney - Ryde,1/11/13,34.32,126
127 Sydney - South West,1/11/13,45.97,127
128 Sydney - Sutherland,1/11/13,24.15,128
101 Capital Region,1/11/13,36.06,101
103 New South Wales - Central West,1/11/13,33.86,103
104 Coffs Harbour - Grafton,1/11/13,29.61,104
105 Far West and Orana,1/11/13,29.72,105
106 Hunter Valley exc Newcastle,1/11/13,35.62,106
107 Illawarra,1/11/13,26.13,107
108 Mid North Coast,1/11/13,29.8,108
109 Murray,1/11/13,24.31,109
110 New England and North West,1/11/13,26.36,110
111 Newcastle and Lake Macquarie,1/11/13,26.96,111
112 Richmond - Tweed,1/11/13,31.01,112
113 Riverina,1/11/13,31.82,113
114 Southern Highlands and Shoalhaven,1/11/13,30.4,114
206 Melbourne - Inner,1/11/13,28.81,206
207 Melbourne - Inner East,1/11/13,57.2,207
208 Melbourne - Inner South,1/11/13,52.38,208
209 Melbourne - North East,1/11/13,47.62,209
210 Melbourne - North West,1/11/13,33.21,210
211 Melbourne - Outer East,1/11/13,30.65,211
212 Melbourne - South East,1/11/13,34.56,212
213 Melbourne - West,1/11/13,29.29,213
214 Mornington Peninsula,1/11/13,28.87,214
201 Ballarat,1/11/13,32.62,201
202 Bendigo,1/11/13,29.04,202
203 Geelong,1/11/13,30.88,203
204 Hume,1/11/13,33.29,204
205 Latrobe - Gippsland,1/11/13,33,205
215 Victoria - North West,1/11/13,30.63,215
216 Shepparton,1/11/13,29.13,216
217 Warrnambool and South West,1/11/13,32.07,217
301 Brisbane - East,1/11/13,37.42,301
302 Brisbane - North,1/11/13,29.49,302
303 Brisbane - South,1/11/13,34.76,303
304 Brisbane - West,1/11/13,39.69,304
305 Brisbane Inner City,1/11/13,52.82,305
310 Ipswich,1/11/13,53.73,310
311 Logan - Beaudesert,1/11/13,25.41,311
313 Moreton Bay - North,1/11/13,21.71,313
314 Moreton Bay - South,1/11/13,21.54,314
306 Cairns,1/11/13,31.63,306
307 Darling Downs - Maranoa,1/11/13,25.34,307
308 Fitzroy,1/11/13,30.62,308
309 Gold Coast,1/11/13,23.71,309
312 Mackay,1/11/13,30.83,312
315 Queensland - Outback,1/11/13,22.44,315
316 Sunshine Coast,1/11/13,26.82,316
317 Toowoomba,1/11/13,28.46,317
318 Townsville,1/11/13,29.6,318
319 Wide Bay,1/11/13,26.15,319
401 Adelaide - Central and Hills,1/11/13,26.72,401
402 Adelaide - North,1/11/13,49.01,402
403 Adelaide - South,1/11/13,26.58,403
404 Adelaide - West,1/11/13,32.07,404
405 Barossa - Yorke - Mid North,1/11/13,27.86,405
406 South Australia - Outback,1/11/13,32.18,406
407 South Australia - South East,1/11/13,29.58,407
502 Mandurah,1/11/13,27.56,502
503 Perth - Inner,1/11/13,24.36,503
504 Perth - North East,1/11/13,56.79,504
505 Perth - North West,1/11/13,29.44,505
506 Perth - South East,1/11/13,33.06,506
507 Perth - South West,1/11/13,30.88,507
501 Bunbury,1/11/13,30.83,501
508 Western Australia - Outback,1/11/13,25.72,508
509 Western Australia - Wheat Belt,1/11/13,26,509
601 Hobart,1/11/13,34.58,601
602 Launceston and North East,1/11/13,33.77,602
603 Tasmania - South East,1/11/13,31.51,603
604 Tasmania - West and North West,1/11/13,26.68,604
701 Darwin,1/11/13,26.85,701
702 Northern Territory - Outback,1/11/13,31.9,702
801 Australian Capital Territory,1/11/13,32.18,801
102 Central Coast,1/11/14,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/14,30.43,115
116 Sydney - Blacktown,1/11/14,41.74,116
117 Sydney - City and Inner South,1/11/14,26.24,117
118 Sydney - Eastern Suburbs,1/11/14,56.55,118
119 Sydney - Inner South West,1/11/14,54.78,119
120 Sydney - Inner West,1/11/14,35.92,120
121 Sydney - North Sydney and Hornsby,1/11/14,50.97,121
122 Sydney - Northern Beaches,1/11/14,58.63,122
123 Sydney - Outer South West,1/11/14,52.58,123
124 Sydney - Outer West and Blue Mountains,1/11/14,25.67,124
125 Sydney - Parramatta,1/11/14,28.73,125
126 Sydney - Ryde,1/11/14,36.73,126
127 Sydney - South West,1/11/14,51.71,127
128 Sydney - Sutherland,1/11/14,25.02,128
101 Capital Region,1/11/14,39.62,101
103 New South Wales - Central West,1/11/14,26.92,103
104 Coffs Harbour - Grafton,1/11/14,31.69,104
105 Far West and Orana,1/11/14,29.41,105
106 Hunter Valley exc Newcastle,1/11/14,35.51,106
107 Illawarra,1/11/14,22.58,107
108 Mid North Coast,1/11/14,32.43,108
109 Murray,1/11/14,32.35,109
110 New England and North West,1/11/14,28.01,110
111 Newcastle and Lake Macquarie,1/11/14,22.6,111
112 Richmond - Tweed,1/11/14,32.15,112
113 Riverina,1/11/14,29.99,113
114 Southern Highlands and Shoalhaven,1/11/14,37.66,114
206 Melbourne - Inner,1/11/14,24.28,206
207 Melbourne - Inner East,1/11/14,56.65,207
208 Melbourne - Inner South,1/11/14,54.04,208
209 Melbourne - North East,1/11/14,47.99,209
210 Melbourne - North West,1/11/14,33.34,210
211 Melbourne - Outer East,1/11/14,30.37,211
212 Melbourne - South East,1/11/14,34.55,212
213 Melbourne - West,1/11/14,29.56,213
214 Mornington Peninsula,1/11/14,30.25,214
201 Ballarat,1/11/14,31.37,201
202 Bendigo,1/11/14,40.18,202
203 Geelong,1/11/14,31.86,203
204 Hume,1/11/14,33.32,204
205 Latrobe - Gippsland,1/11/14,34.07,205
215 Victoria - North West,1/11/14,32.88,215
216 Shepparton,1/11/14,28.65,216
217 Warrnambool and South West,1/11/14,37.97,217
301 Brisbane - East,1/11/14,39.37,301
302 Brisbane - North,1/11/14,29.4,302
303 Brisbane - South,1/11/14,38.03,303
304 Brisbane - West,1/11/14,37.07,304
305 Brisbane Inner City,1/11/14,53.34,305
310 Ipswich,1/11/14,53.26,310
311 Logan - Beaudesert,1/11/14,24.61,311
313 Moreton Bay - North,1/11/14,23.16,313
314 Moreton Bay - South,1/11/14,22.49,314
306 Cairns,1/11/14,31.48,306
307 Darling Downs - Maranoa,1/11/14,24.18,307
308 Fitzroy,1/11/14,24.07,308
309 Gold Coast,1/11/14,31.27,309
312 Mackay,1/11/14,30.29,312
315 Queensland - Outback,1/11/14,20.19,315
316 Sunshine Coast,1/11/14,33.04,316
317 Toowoomba,1/11/14,29.72,317
318 Townsville,1/11/14,28.83,318
319 Wide Bay,1/11/14,22.49,319
401 Adelaide - Central and Hills,1/11/14,31.37,401
402 Adelaide - North,1/11/14,49.02,402
403 Adelaide - South,1/11/14,26.27,403
404 Adelaide - West,1/11/14,32.54,404
405 Barossa - Yorke - Mid North,1/11/14,31.96,405
406 South Australia - Outback,1/11/14,34.22,406
407 South Australia - South East,1/11/14,30.95,407
502 Mandurah,1/11/14,28.03,502
503 Perth - Inner,1/11/14,26.42,503
504 Perth - North East,1/11/14,55.23,504
505 Perth - North West,1/11/14,28.95,505
506 Perth - South East,1/11/14,33.5,506
507 Perth - South West,1/11/14,32.32,507
501 Bunbury,1/11/14,33.02,501
508 Western Australia - Outback,1/11/14,31.21,508
509 Western Australia - Wheat Belt,1/11/14,21.51,509
601 Hobart,1/11/14,32.3,601
602 Launceston and North East,1/11/14,33.63,602
603 Tasmania - South East,1/11/14,31.84,603
604 Tasmania - West and North West,1/11/14,30.5,604
701 Darwin,1/11/14,25.41,701
702 Northern Territory - Outback,1/11/14,32.72,702
801 Australian Capital Territory,1/11/14,34.32,801
102 Central Coast,1/11/15,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/15,31.09,115
116 Sydney - Blacktown,1/11/15,43.26,116
117 Sydney - City and Inner South,1/11/15,29.25,117
118 Sydney - Eastern Suburbs,1/11/15,55.24,118
119 Sydney - Inner South West,1/11/15,59.27,119
120 Sydney - Inner West,1/11/15,33.22,120
121 Sydney - North Sydney and Hornsby,1/11/15,51.75,121
122 Sydney - Northern Beaches,1/11/15,60.56,122
123 Sydney - Outer South West,1/11/15,47.03,123
124 Sydney - Outer West and Blue Mountains,1/11/15,27.59,124
125 Sydney - Parramatta,1/11/15,32.99,125
126 Sydney - Ryde,1/11/15,33.84,126
127 Sydney - South West,1/11/15,52.91,127
128 Sydney - Sutherland,1/11/15,24.08,128
101 Capital Region,1/11/15,34.87,101
103 New South Wales - Central West,1/11/15,34.57,103
104 Coffs Harbour - Grafton,1/11/15,31.44,104
105 Far West and Orana,1/11/15,26.23,105
106 Hunter Valley exc Newcastle,1/11/15,28.58,106
107 Illawarra,1/11/15,24.92,107
108 Mid North Coast,1/11/15,33.65,108
109 Murray,1/11/15,29.68,109
110 New England and North West,1/11/15,25.03,110
111 Newcastle and Lake Macquarie,1/11/15,25.49,111
112 Richmond - Tweed,1/11/15,33.96,112
113 Riverina,1/11/15,30.63,113
114 Southern Highlands and Shoalhaven,1/11/15,38.36,114
206 Melbourne - Inner,1/11/15,25.92,206
207 Melbourne - Inner East,1/11/15,56.84,207
208 Melbourne - Inner South,1/11/15,52.68,208
209 Melbourne - North East,1/11/15,50.76,209
210 Melbourne - North West,1/11/15,33.86,210
211 Melbourne - Outer East,1/11/15,30.02,211
212 Melbourne - South East,1/11/15,33.67,212
213 Melbourne - West,1/11/15,29.11,213
214 Mornington Peninsula,1/11/15,31.68,214
201 Ballarat,1/11/15,27.96,201
202 Bendigo,1/11/15,39.02,202
203 Geelong,1/11/15,34.83,203
204 Hume,1/11/15,33.56,204
205 Latrobe - Gippsland,1/11/15,35.89,205
215 Victoria - North West,1/11/15,31,215
216 Shepparton,1/11/15,34.71,216
217 Warrnambool and South West,1/11/15,36.82,217
301 Brisbane - East,1/11/15,33.14,301
302 Brisbane - North,1/11/15,33.38,302
303 Brisbane - South,1/11/15,40.59,303
304 Brisbane - West,1/11/15,40.94,304
305 Brisbane Inner City,1/11/15,49.35,305
310 Ipswich,1/11/15,50.8,310
311 Logan - Beaudesert,1/11/15,26,311
313 Moreton Bay - North,1/11/15,21.76,313
314 Moreton Bay - South,1/11/15,21.94,314
306 Cairns,1/11/15,31.39,306
307 Darling Downs - Maranoa,1/11/15,35.4,307
308 Fitzroy,1/11/15,24.56,308
309 Gold Coast,1/11/15,31.62,309
312 Mackay,1/11/15,30.98,312
315 Queensland - Outback,1/11/15,23.59,315
316 Sunshine Coast,1/11/15,29.66,316
317 Toowoomba,1/11/15,31.5,317
318 Townsville,1/11/15,30.27,318
319 Wide Bay,1/11/15,27.41,319
401 Adelaide - Central and Hills,1/11/15,30.72,401
402 Adelaide - North,1/11/15,48.76,402
403 Adelaide - South,1/11/15,25.71,403
404 Adelaide - West,1/11/15,34,404
405 Barossa - Yorke - Mid North,1/11/15,32.91,405
406 South Australia - Outback,1/11/15,35.1,406
407 South Australia - South East,1/11/15,36.81,407
502 Mandurah,1/11/15,31.59,502
503 Perth - Inner,1/11/15,25.67,503
504 Perth - North East,1/11/15,55.08,504
505 Perth - North West,1/11/15,30.18,505
506 Perth - South East,1/11/15,34.53,506
507 Perth - South West,1/11/15,30.87,507
501 Bunbury,1/11/15,32.52,501
508 Western Australia - Outback,1/11/15,28.94,508
509 Western Australia - Wheat Belt,1/11/15,22.79,509
601 Hobart,1/11/15,30.19,601
602 Launceston and North East,1/11/15,33.92,602
603 Tasmania - South East,1/11/15,29.21,603
604 Tasmania - West and North West,1/11/15,30.11,604
701 Darwin,1/11/15,24.9,701
702 Northern Territory - Outback,1/11/15,30.35,702
801 Australian Capital Territory,1/11/15,32.92,801
102 Central Coast,1/11/16,100,102
115 Sydney - Baulkham Hills and Hawkesbury,1/11/16,33.21,115
116 Sydney - Blacktown,1/11/16,49.72,116
117 Sydney - City and Inner South,1/11/16,31.34,117
118 Sydney - Eastern Suburbs,1/11/16,58.05,118
119 Sydney - Inner South West,1/11/16,59.43,119
120 Sydney - Inner West,1/11/16,32.8,120
121 Sydney - North Sydney and Hornsby,1/11/16,50.44,121
122 Sydney - Northern Beaches,1/11/16,61.26,122
123 Sydney - Outer South West,1/11/16,48.37,123
124 Sydney - Outer West and Blue Mountains,1/11/16,26.17,124
125 Sydney - Parramatta,1/11/16,29.14,125
